item_code	current_item_name	current_required_specs	current_uom	target_top_category	target_second_layer_family	target_third_layer_name	decision	confidence	assumed_specs	manual_judgment	next_action
PIPE-000172	氧气管接头	规格：8厘；适用气体：氧气	个	焊接切割	气体减压附件	气管接头	三级名称脱水	high		氧气为介质属性，8厘为规格；三级收敛为气管接头。	补齐材质、连接形式和适配管径。
PIPE-000472	氧气软管	介质：氧气；类型：软管	卷	焊接切割	气体减压附件	气体软管	三级名称脱水	high		氧气为输送介质，不进入三级名称；软管为核心形态。	补齐内径、长度、耐压等级和执行标准。
PIPE-000473	乙炔软管	介质：乙炔；类型：软管	卷	焊接切割	气体减压附件	气体软管	三级名称脱水	high		乙炔为输送介质，不进入三级名称；软管为核心形态。	补齐内径、长度、耐压等级和执行标准。
PIPE-000476	气体软管卡箍	适配对象：氧气/乙炔管；类型：卡箍	只	焊接切割	气体减压附件	软管卡箍	三级名称脱水	high		适配气体软管是用途属性，三级保留卡箍核心形态。	补齐适配管径、材质和紧固规格。
TOOL-000246	氩气减压表	介质：氩气；类型：减压表	只	焊接切割	气体减压附件	减压表	三级名称脱水	high		氩气为适用介质，减压表为稳定商品名。	补齐压力范围、接口规格和适配气瓶。
TOOL-000333	二氧化碳减压阀总成	介质：二氧化碳；类型：减压阀总成	套	焊接切割	气体减压附件	减压阀总成	三级名称脱水	high		二氧化碳为介质属性，总成形态保留在三级。	补齐压力范围、接口规格和组成明细。
WELD-000015	二氧化碳减压表	适用气体：二氧化碳；类型：压力表/减压表	个	焊接切割	气体减压附件	减压表	三级名称脱水	high		二氧化碳为适用气体属性；按减压表归并。	补齐压力范围、接口规格和适配气瓶。
WELD-000016	乙炔减压表	适用气体：乙炔；类型：压力表/减压表	个	焊接切割	气体减压附件	减压表	三级名称脱水	high		乙炔为适用气体属性；按减压表归并。	补齐压力范围、接口规格和适配气瓶。
WELD-000017	氧气减压表	适用气体：氧气；类型：压力表/减压表	个	焊接切割	气体减压附件	减压表	三级名称脱水	high		氧气为适用气体属性；按减压表归并。	补齐压力范围、接口规格和适配气瓶。
WELD-000021	二氧化碳减压表	适用气体：二氧化碳	个	焊接切割	气体减压附件	减压表	三级名称脱水	high		二氧化碳为适用气体属性；原名明确为减压表。	补齐压力范围、接口规格和适配气瓶。
WELD-000022	氧气减压表	适用气体：氧气	个	焊接切割	气体减压附件	减压表	三级名称脱水	high		氧气为适用气体属性；原名明确为减压表。	补齐压力范围、接口规格和适配气瓶。
WELD-000042	乙炔减压表	适用气体：乙炔	个	焊接切割	气体减压附件	减压表	三级名称脱水	high		乙炔为适用气体属性；原名明确为减压表。	补齐压力范围、接口规格和适配气瓶。
WELD-000043	氧气胶管	长度：30米；颜色：红色；执行标准：国标；适用气体：氧气	卷	焊接切割	气体减压附件	气体软管	三级名称脱水	high	管体类型：胶管	氧气和颜色是规格属性，胶管按气体软管归并。	补齐内径和耐压等级。
WELD-000046	乙炔减压表	介质：乙炔；类型：减压表	只	焊接切割	气体减压附件	减压表	三级名称脱水	high		乙炔为介质属性；按减压表归并。	补齐压力范围、接口规格和适配气瓶。
WELD-000053	氧气乙炔管	介质：氧气+乙炔；类型：软管	卷	焊接切割	气体减压附件	气体软管	三级名称脱水	high		氧气乙炔为适配介质组合，三级保留软管形态。	补齐内径、长度、耐压等级和是否双联管。
WELD-000055	氧气减压表	介质：氧气；类型：减压表	只	焊接切割	气体减压附件	减压表	三级名称脱水	high		氧气为介质属性；按减压表归并。	补齐压力范围、接口规格和适配气瓶。
WELD-000059	氧气减压阀	介质：氧气；类型：减压阀	只	焊接切割	气体减压附件	减压阀	三级名称脱水	high		氧气为介质属性；减压阀为核心功能。	补齐压力范围、接口规格和适配气瓶。
WELD-000062	乙炔检测表	介质：乙炔；类型：检测表	只	焊接切割	气体减压附件	检测表	复核	low		名称只说明检测表，无法确认是压力检测表还是气体检测仪表。	采购前确认用途、量程、接口和是否应按压力表管理。
