item_code	current_item_name	current_required_specs	current_uom	target_top_category	target_second_layer_family	target_third_layer_name	decision	confidence	assumed_specs	manual_judgment	next_action
MAT-000021	彩条布	规格：12*30米	平方	包装覆盖周转	覆盖材料	彩条布	脱水保留	high	无	彩条布是稳定覆盖材料名称，规格已在必填规格中。	维护宽度、长度、颜色和克重。
MAT-000026	气泡膜	特征：加厚	米	包装覆盖周转	覆盖材料	气泡膜	脱水保留	medium	无	气泡膜是稳定薄膜/缓冲覆盖材料名称，加厚不进入三级名。	补充宽度、厚度和卷长。
MAT-000027	保鲜膜	规格：大卷	件	包装覆盖周转	覆盖材料	保鲜膜	脱水保留	high	无	保鲜膜是稳定薄膜覆盖材料名称，大卷为包装规格。	补充宽度、长度、厚度和材质。
MAT-000029	玻璃纸	类型：玻璃纸	米	包装覆盖周转	覆盖材料	玻璃纸	脱水保留	high	无	玻璃纸是稳定包覆材料名称。	补充宽度、厚度和材质。
MAT-000062	缠绕膜	颜色：透明；宽度：50cm；重量：5KG	个	包装覆盖周转	覆盖材料	缠绕膜	脱水保留	high	无	缠绕膜是稳定包装覆盖薄膜名称，颜色宽度重量保留为规格。	补充材质、厚度和芯径。
MAT-000166	加厚油布	尺寸：12米*12米；特征：加厚	㎡	包装覆盖周转	覆盖材料	油布	三级名称脱水	high	无	加厚是特征，不进入三级名称，归并为油布。	补充材质、克重或厚度、防水等级。
MAT-000167	加厚油布	尺寸：10米*8米；特征：加厚	㎡	包装覆盖周转	覆盖材料	油布	三级名称脱水	high	无	加厚是特征，不进入三级名称，归并为油布。	补充材质、克重或厚度、防水等级。
MAT-000168	彩条布	颜色：三色；尺寸：4m*30m	㎡	包装覆盖周转	覆盖材料	彩条布	脱水保留	high	无	彩条布是稳定覆盖材料名称，颜色和尺寸已下压规格。	补充材质和克重。
MAT-000172	彩条布	宽度：4米	㎡	包装覆盖周转	覆盖材料	彩条布	脱水保留	high	无	彩条布是稳定覆盖材料名称，宽度保留为规格。	补充长度、材质、克重和颜色。
MAT-000173	油布	尺寸：4米*6米	㎡	包装覆盖周转	覆盖材料	油布	脱水保留	high	无	油布是稳定覆盖防雨材料名称，尺寸为规格。	补充材质、克重或厚度、防水等级。
MAT-000179	彩条布	类型：彩条布	㎡	包装覆盖周转	覆盖材料	彩条布	脱水保留	high	无	彩条布是稳定覆盖材料名称。	补充宽度、长度、材质、克重和颜色。
MAT-000188	油布	尺寸：10m*8.5m	㎡	包装覆盖周转	覆盖材料	油布	脱水保留	high	无	油布是稳定覆盖防雨材料名称，尺寸为规格。	补充材质、克重或厚度、防水等级。
MAT-000224	油布	特征：加厚；尺寸：6m*6m	块	包装覆盖周转	覆盖材料	油布	脱水保留	high	无	油布是稳定覆盖防雨材料名称，加厚和尺寸保留为规格。	补充材质、克重或厚度、防水等级。
MAT-000237	油布	特征：加厚；尺寸：4m*4m	块	包装覆盖周转	覆盖材料	油布	脱水保留	high	无	油布是稳定覆盖防雨材料名称，加厚和尺寸保留为规格。	补充材质、克重或厚度、防水等级。
MAT-000238	油布	特征：加厚；尺寸：4m*8m	块	包装覆盖周转	覆盖材料	油布	脱水保留	high	无	油布是稳定覆盖防雨材料名称，加厚和尺寸保留为规格。	补充材质、克重或厚度、防水等级。
SAFE-000030	彩条布	宽度：4米	平方	包装覆盖周转	覆盖材料	彩条布	脱水保留	high	无	彩条布是稳定覆盖材料名称，宽度保留为规格。	补充长度、材质、克重和颜色。
SAFE-000034	油布	特征：加厚	平方	包装覆盖周转	覆盖材料	油布	脱水保留	high	无	油布是稳定覆盖防雨材料名称，加厚保留为规格。	补充尺寸、材质、克重或厚度。
SAFE-000041	遮阳网	特征：密	平方	包装覆盖周转	覆盖材料	遮阳网	脱水保留	medium	无	遮阳网可作为临时遮挡覆盖材料治理，密度描述不进入三级名。	补充针数、遮光率、材质和颜色；确认是否长期安装构件。
SAFE-000042	防尘网	规格：10针	平方	包装覆盖周转	覆盖材料	防尘网	脱水保留	high	无	防尘网是土方覆盖抑尘材料，10针为规格。	补充材质、颜色、克重和幅宽。
SAFE-000051	油布	类型：油布	平方	包装覆盖周转	覆盖材料	油布	脱水保留	high	无	油布是稳定覆盖防雨材料名称。	补充尺寸、材质、厚度或克重。
SAFE-000056	油布	特征：加厚	平方	包装覆盖周转	覆盖材料	油布	脱水保留	high	无	油布是稳定覆盖防雨材料名称，加厚保留为规格。	补充尺寸、材质、颜色、厚度或克重。
SAFE-000069	油布	特征：加厚	m2	包装覆盖周转	覆盖材料	油布	脱水保留	high	无	油布是稳定覆盖防雨材料名称，加厚保留为规格。	补充尺寸、材质、厚度；统一面积单位。
SAFE-000084	油布	品类：油布	平方	包装覆盖周转	覆盖材料	油布	脱水保留	high	无	油布是稳定覆盖防雨材料名称。	补充尺寸、材质、幅宽和克重。
CHEM-000006	防锈润滑剂	品牌/型号：WD-40；容量：500	支	化工胶粘涂料	润滑防锈	防锈润滑剂	脱水保留	high	无	防锈润滑剂是稳定功能型化工品名称，品牌型号和容量为规格。	确认容量单位和包装规格。
CHEM-000037	齿轮油	型号：HL-20	升	化工胶粘涂料	润滑防锈	齿轮油	脱水保留	high	无	齿轮油是稳定油品类别，型号保留为规格。	补充品牌、粘度等级和包装规格。
CHEM-000054	防锈润滑剂	品牌/型号：WD-40	瓶	化工胶粘涂料	润滑防锈	防锈润滑剂	脱水保留	high	无	防锈润滑剂是稳定功能型化工品名称，WD-40为品牌/型号。	补充容量和包装规格。
