item_code	current_item_name	current_required_specs	current_uom	target_top_category	target_second_layer_family	target_third_layer_name	decision	confidence	assumed_specs	manual_judgment	next_action
CHEM-000014	不锈钢黄油嘴接头	材质：不锈钢；类型：接头	个	设备备件	润滑配件	黄油嘴接头	三级名称脱水	high	材质/型式按规格字段维护	黄油嘴接头是润滑附件，不并入水暖或液压接头。	补齐螺纹规格、角度/型式、材质。
CHEM-000015	不锈钢黄油嘴弯头	材质：不锈钢；类型：弯头	个	设备备件	润滑配件	黄油嘴弯头	三级名称脱水	high	材质/角度按规格字段维护	黄油嘴弯头是润滑附件的形状类型，不并入管路弯头。	补齐螺纹规格、角度、材质。
CHEM-000072	黄油嘴	螺纹：M10*1.5	个	设备备件	润滑配件	黄油嘴	脱水保留	high		黄油嘴是润滑点注油附件，螺纹和角度决定SKU。	补齐螺纹、角度/直通型式、材质。
CHEM-000073	黄油嘴	螺纹：M12*1.5	个	设备备件	润滑配件	黄油嘴	脱水保留	high		黄油嘴是润滑点注油附件，螺纹和角度决定SKU。	补齐螺纹、角度/直通型式、材质。
CHEM-000074	黄油嘴	螺纹：M14*1.5	个	设备备件	润滑配件	黄油嘴	脱水保留	high		黄油嘴是润滑点注油附件，螺纹和角度决定SKU。	补齐螺纹、角度/直通型式、材质。
CHEM-000075	黄油嘴	螺纹：M16*1.5	个	设备备件	润滑配件	黄油嘴	脱水保留	high		黄油嘴是润滑点注油附件，螺纹和角度决定SKU。	补齐螺纹、角度/直通型式、材质。
CHEM-000076	黄油嘴	螺纹：M18*1.5	个	设备备件	润滑配件	黄油嘴	脱水保留	high		黄油嘴是润滑点注油附件，螺纹和角度决定SKU。	补齐螺纹、角度/直通型式、材质。
CHEM-000077	黄油嘴	螺纹：M20*1.5	个	设备备件	润滑配件	黄油嘴	脱水保留	high		黄油嘴是润滑点注油附件，螺纹和角度决定SKU。	补齐螺纹、角度/直通型式、材质。
CHEM-000138	黄油嘴	材质：纯铜；规格：M10	只	设备备件	润滑配件	黄油嘴	脱水保留	high		黄油嘴是润滑点注油附件，螺纹和角度决定SKU。	补齐螺纹、角度/直通型式、材质。
CHEM-000159	黄油嘴	螺纹：M6	只	设备备件	润滑配件	黄油嘴	脱水保留	high		黄油嘴是润滑点注油附件，螺纹和角度决定SKU。	补齐螺纹、角度/直通型式、材质。
CHEM-000160	黄油嘴	螺纹：M8	只	设备备件	润滑配件	黄油嘴	脱水保留	high		黄油嘴是润滑点注油附件，螺纹和角度决定SKU。	补齐螺纹、角度/直通型式、材质。
CHEM-000161	黄油嘴	角度：45度；螺纹：M8	只	设备备件	润滑配件	黄油嘴	脱水保留	high		黄油嘴是润滑点注油附件，螺纹和角度决定SKU。	补齐螺纹、角度/直通型式、材质。
