source_sheet,source_row,raw_material_name,raw_spec,unit,supplier,purchase_date,quantity,unit_price,amount,remark,raw_row_json
Sheet1,2503,膨润土运费1700元,膨润土运费1700元,项,,2023-11-02T00:00:00,1,,,,"{""日期"": ""2023-11-02T00:00:00"", ""商品名称及规格"": ""膨润土运费1700元"", ""单位"": ""项"", ""数量"": 1}"
Sheet1,2504,螺纹钢运费1400元,螺纹钢运费1400元,项,,2023-11-07T00:00:00,1,,,,"{""日期"": ""2023-11-07T00:00:00"", ""商品名称及规格"": ""螺纹钢运费1400元"", ""单位"": ""项"", ""数量"": 1}"
Sheet1,2505,膨润土运费1400元,膨润土运费1400元,项,,2023-11-17T00:00:00,1,,,,"{""日期"": ""2023-11-17T00:00:00"", ""商品名称及规格"": ""膨润土运费1400元"", ""单位"": ""项"", ""数量"": 1}"
Sheet1,2506,膨润土运费1400元,膨润土运费1400元,项,,2023-11-23T00:00:00,1,,,,"{""日期"": ""2023-11-23T00:00:00"", ""商品名称及规格"": ""膨润土运费1400元"", ""单位"": ""项"", ""数量"": 1}"
Sheet1,2507,膨润土运费1400元,膨润土运费1400元,项,,2023-11-25T00:00:00,1,,,,"{""日期"": ""2023-11-25T00:00:00"", ""商品名称及规格"": ""膨润土运费1400元"", ""单位"": ""项"", ""数量"": 1}"
Sheet1,2508,工字钢运费,工字钢运费,项,,2023-12-14T00:00:00,1,,,,"{""日期"": ""2023-12-14T00:00:00"", ""商品名称及规格"": ""工字钢运费"", ""单位"": ""项"", ""数量"": 1}"
Sheet1,2509,货拉拉从上海到南京运费802.5元,货拉拉从上海到南京运费802.5元,项,,2023-12-21T00:00:00,1,,,,"{""日期"": ""2023-12-21T00:00:00"", ""商品名称及规格"": ""货拉拉从上海到南京运费802.5元"", ""单位"": ""项"", ""数量"": 1}"
Sheet1,2510,送电机运份一次130元,送电机运份一次130元,项,,2023-12-28T00:00:00,1,,,,"{""日期"": ""2023-12-28T00:00:00"", ""商品名称及规格"": ""送电机运份一次130元"", ""单位"": ""项"", ""数量"": 1}"
Sheet1,2511,送管道泵运费一次110元,送管道泵运费一次110元,项,,2024-01-04T00:00:00,1,,,,"{""日期"": ""2024-01-04T00:00:00"", ""商品名称及规格"": ""送管道泵运费一次110元"", ""单位"": ""项"", ""数量"": 1}"
Sheet1,2512,顺丰快递送球阀运费48元,顺丰快递送球阀运费48元,项,,2024-01-04T00:00:00,1,,,,"{""日期"": ""2024-01-04T00:00:00"", ""商品名称及规格"": ""顺丰快递送球阀运费48元"", ""单位"": ""项"", ""数量"": 1}"
Sheet1,2513,货拉拉送安全阀395元,货拉拉送安全阀395元,项,,2024-01-04T00:00:00,1,,,,"{""日期"": ""2024-01-04T00:00:00"", ""商品名称及规格"": ""货拉拉送安全阀395元"", ""单位"": ""项"", ""数量"": 1}"
Sheet1,2514,送模板运费180元,送模板运费180元,项,,2024-01-04T00:00:00,1,,,,"{""日期"": ""2024-01-04T00:00:00"", ""商品名称及规格"": ""送模板运费180元"", ""单位"": ""项"", ""数量"": 1}"
Sheet1,2515,送双快水泥运费160,送双快水泥运费160,项,,2024-01-12T00:00:00,1,,,,"{""日期"": ""2024-01-12T00:00:00"", ""商品名称及规格"": ""送双快水泥运费160"", ""单位"": ""项"", ""数量"": 1}"
Sheet1,2516,公元PVC315直接,公元PVC315直接,只,,2023-07-07T00:00:00,8,,,,"{""日期"": ""2023-07-07T00:00:00"", ""商品名称及规格"": ""公元PVC315直接"", ""单位"": ""只"", ""数量"": 8}"
Sheet1,2517,公元PVC315/45度弯头,公元PVC315/45度弯头,只,,2023-07-07T00:00:00,4,,,,"{""日期"": ""2023-07-07T00:00:00"", ""商品名称及规格"": ""公元PVC315/45度弯头"", ""单位"": ""只"", ""数量"": 4}"
Sheet1,2518,公元PVC315/90度弯头,公元PVC315/90度弯头,只,,2023-07-07T00:00:00,4,,,,"{""日期"": ""2023-07-07T00:00:00"", ""商品名称及规格"": ""公元PVC315/90度弯头"", ""单位"": ""只"", ""数量"": 4}"
Sheet1,2519,公元胶水1KG,公元胶水1KG,瓶,,2023-07-07T00:00:00,4,,,,"{""日期"": ""2023-07-07T00:00:00"", ""商品名称及规格"": ""公元胶水1KG"", ""单位"": ""瓶"", ""数量"": 4}"
Sheet1,2520,抹布,抹布,KG,,2023-07-07T00:00:00,150,,,,"{""日期"": ""2023-07-07T00:00:00"", ""商品名称及规格"": ""抹布"", ""单位"": ""KG"", ""数量"": 150}"
Sheet1,2521,博世钻头m14*260,博世钻头m14*260,支,,2023-07-07T00:00:00,5,,,,"{""日期"": ""2023-07-07T00:00:00"", ""商品名称及规格"": ""博世钻头m14*260"", ""单位"": ""支"", ""数量"": 5}"
