source_sheet,source_row,raw_material_name,raw_spec,unit,supplier,purchase_date,quantity,unit_price,amount,remark,raw_row_json
Sheet1,2002,不锈钢抹刀,不锈钢抹刀,个,,2024-10-19T00:00:00,10,,,,"{""日期"": ""2024-10-19T00:00:00"", ""商品名称及规格"": ""不锈钢抹刀"", ""单位"": ""个"", ""数量"": 10}"
Sheet1,2003,加厚氧气车,加厚氧气车,个,,2024-10-19T00:00:00,1,,,,"{""日期"": ""2024-10-19T00:00:00"", ""商品名称及规格"": ""加厚氧气车"", ""单位"": ""个"", ""数量"": 1}"
Sheet1,2004,加厚乙炔车,加厚乙炔车,个,,2024-10-19T00:00:00,1,,,,"{""日期"": ""2024-10-19T00:00:00"", ""商品名称及规格"": ""加厚乙炔车"", ""单位"": ""个"", ""数量"": 1}"
Sheet1,2005,白色记号笔,白色记号笔,个,,2024-10-19T00:00:00,20,,,,"{""日期"": ""2024-10-19T00:00:00"", ""商品名称及规格"": ""白色记号笔"", ""单位"": ""个"", ""数量"": 20}"
Sheet1,2006,铜锁,铜锁,把,,2024-10-20T00:00:00,5,,,,"{""日期"": ""2024-10-20T00:00:00"", ""商品名称及规格"": ""铜锁"", ""单位"": ""把"", ""数量"": 5}"
Sheet1,2007,DN150橡胶自动流量计,DN150橡胶自动流量计,台,,2024-10-20T00:00:00,3,,,,"{""日期"": ""2024-10-20T00:00:00"", ""商品名称及规格"": ""DN150橡胶自动流量计"", ""单位"": ""台"", ""数量"": 3}"
Sheet1,2008,14梅花双用扳手,14梅花双用扳手,个,,2024-10-20T00:00:00,5,,,,"{""日期"": ""2024-10-20T00:00:00"", ""商品名称及规格"": ""14梅花双用扳手"", ""单位"": ""个"", ""数量"": 5}"
Sheet1,2009,加厚2.5米铝合金梯子,加厚2.5米铝合金梯子,台,,2024-10-20T00:00:00,2,,,,"{""日期"": ""2024-10-20T00:00:00"", ""商品名称及规格"": ""加厚2.5米铝合金梯子"", ""单位"": ""台"", ""数量"": 2}"
Sheet1,2010,M10*55镀锌螺丝,M10*55镀锌螺丝,套,,2024-10-20T00:00:00,100,,,,"{""日期"": ""2024-10-20T00:00:00"", ""商品名称及规格"": ""M10*55镀锌螺丝"", ""单位"": ""套"", ""数量"": 100}"
Sheet1,2011,L不锈钢角码,L不锈钢角码,个,,2024-10-20T00:00:00,30,,,,"{""日期"": ""2024-10-20T00:00:00"", ""商品名称及规格"": ""L不锈钢角码"", ""单位"": ""个"", ""数量"": 30}"
Sheet1,2012,定做窗户,定做窗户,个,,2024-10-20T00:00:00,1,,,,"{""日期"": ""2024-10-20T00:00:00"", ""商品名称及规格"": ""定做窗户"", ""单位"": ""个"", ""数量"": 1}"
