source_sheet,source_row,raw_material_name,raw_spec,unit,supplier,purchase_date,quantity,unit_price,amount,remark,raw_row_json
Sheet1,3004,按钮开关红+绿,按钮开关红+绿,只,,2024-04-29T00:00:00,20,,,,"{""日期"": ""2024-04-29T00:00:00"", ""商品名称及规格"": ""按钮开关红+绿"", ""单位"": ""只"", ""数量"": 20}"
Sheet1,3005,按钮转换开关,按钮转换开关,只,,2024-04-29T00:00:00,10,,,,"{""日期"": ""2024-04-29T00:00:00"", ""商品名称及规格"": ""按钮转换开关"", ""单位"": ""只"", ""数量"": 10}"
Sheet1,3006,施耐德继电器带底座220V/5A,施耐德继电器带底座220V/5A,套,,2024-04-29T00:00:00,10,,,,"{""日期"": ""2024-04-29T00:00:00"", ""商品名称及规格"": ""施耐德继电器带底座220V/5A"", ""单位"": ""套"", ""数量"": 10}"
Sheet1,3007,纯铜黄油咀M10,纯铜黄油咀M10,只,,2024-05-09T00:00:00,10,,,,"{""日期"": ""2024-05-09T00:00:00"", ""商品名称及规格"": ""纯铜黄油咀M10"", ""单位"": ""只"", ""数量"": 10}"
Sheet1,3008,小老鼠防爆牛油头,小老鼠防爆牛油头,只,,2024-05-09T00:00:00,20,,,,"{""日期"": ""2024-05-09T00:00:00"", ""商品名称及规格"": ""小老鼠防爆牛油头"", ""单位"": ""只"", ""数量"": 20}"
Sheet1,3009,锐锋刀片,锐锋刀片,盒,,2024-05-09T00:00:00,10,,,,"{""日期"": ""2024-05-09T00:00:00"", ""商品名称及规格"": ""锐锋刀片"", ""单位"": ""盒"", ""数量"": 10}"
Sheet1,3010,面粉,面粉,KG,,2024-05-11T00:00:00,25,,,,"{""日期"": ""2024-05-11T00:00:00"", ""商品名称及规格"": ""面粉"", ""单位"": ""KG"", ""数量"": 25}"
Sheet1,3011,三和液态密封胶,三和液态密封胶,支,,2024-05-19T00:00:00,120,,,,"{""日期"": ""2024-05-19T00:00:00"", ""商品名称及规格"": ""三和液态密封胶"", ""单位"": ""支"", ""数量"": 120}"
Sheet1,3012,牛筋带盖方桶6L,牛筋带盖方桶6L,个,,2024-05-19T00:00:00,40,,,,"{""日期"": ""2024-05-19T00:00:00"", ""商品名称及规格"": ""牛筋带盖方桶6L"", ""单位"": ""个"", ""数量"": 40}"
Sheet1,3013,施耐德中间继电器RXM4/24V-DC到底座,施耐德中间继电器RXM4/24V-DC到底座,套,,2024-05-19T00:00:00,5,,,,"{""日期"": ""2024-05-19T00:00:00"", ""商品名称及规格"": ""施耐德中间继电器RXM4/24V-DC到底座"", ""单位"": ""套"", ""数量"": 5}"
Sheet1,3014,天逸电位器LA42D-5K,天逸电位器LA42D-5K,只,,2024-05-19T00:00:00,5,,,,"{""日期"": ""2024-05-19T00:00:00"", ""商品名称及规格"": ""天逸电位器LA42D-5K"", ""单位"": ""只"", ""数量"": 5}"
Sheet1,3015,得力老虎钳,得力老虎钳,把,,2024-05-19T00:00:00,1,,,,"{""日期"": ""2024-05-19T00:00:00"", ""商品名称及规格"": ""得力老虎钳"", ""单位"": ""把"", ""数量"": 1}"
Sheet1,3016,得力尖嘴钳,得力尖嘴钳,把,,2024-05-19T00:00:00,1,,,,"{""日期"": ""2024-05-19T00:00:00"", ""商品名称及规格"": ""得力尖嘴钳"", ""单位"": ""把"", ""数量"": 1}"
Sheet1,3017,世达斜口钳,世达斜口钳,把,,2024-05-19T00:00:00,1,,,,"{""日期"": ""2024-05-19T00:00:00"", ""商品名称及规格"": ""世达斜口钳"", ""单位"": ""把"", ""数量"": 1}"
Sheet1,3018,一字螺丝刀,一字螺丝刀,把,,2024-05-19T00:00:00,1,,,,"{""日期"": ""2024-05-19T00:00:00"", ""商品名称及规格"": ""一字螺丝刀"", ""单位"": ""把"", ""数量"": 1}"
Sheet1,3019,十字螺丝刀,十字螺丝刀,把,,2024-05-19T00:00:00,1,,,,"{""日期"": ""2024-05-19T00:00:00"", ""商品名称及规格"": ""十字螺丝刀"", ""单位"": ""把"", ""数量"": 1}"
Sheet1,3020,管型接线端子2.5平方,管型接线端子2.5平方,包,,2024-05-25T00:00:00,1,,,,"{""日期"": ""2024-05-25T00:00:00"", ""商品名称及规格"": ""管型接线端子2.5平方"", ""单位"": ""包"", ""数量"": 1}"
Sheet1,3021,白色自喷漆,白色自喷漆,瓶,,2024-05-25T00:00:00,72,,,,"{""日期"": ""2024-05-25T00:00:00"", ""商品名称及规格"": ""白色自喷漆"", ""单位"": ""瓶"", ""数量"": 72}"
Sheet1,3022,帆布手套,帆布手套,付,,2024-05-25T00:00:00,200,,,,"{""日期"": ""2024-05-25T00:00:00"", ""商品名称及规格"": ""帆布手套"", ""单位"": ""付"", ""数量"": 200}"
Sheet1,3023,黑色垃圾袋1.2米*1.4米,黑色垃圾袋1.2米*1.4米,条,,2024-05-25T00:00:00,500,,,,"{""日期"": ""2024-05-25T00:00:00"", ""商品名称及规格"": ""黑色垃圾袋1.2米*1.4米"", ""单位"": ""条"", ""数量"": 500}"
Sheet1,3024,行车吊钩保险扣20T,行车吊钩保险扣20T,个,,2024-05-25T00:00:00,5,,,,"{""日期"": ""2024-05-25T00:00:00"", ""商品名称及规格"": ""行车吊钩保险扣20T"", ""单位"": ""个"", ""数量"": 5}"
Sheet1,3025,行车吊钩保险扣16T,行车吊钩保险扣16T,个,,2024-05-25T00:00:00,5,,,,"{""日期"": ""2024-05-25T00:00:00"", ""商品名称及规格"": ""行车吊钩保险扣16T"", ""单位"": ""个"", ""数量"": 5}"
Sheet1,3026,不锈钢单向阀1寸,不锈钢单向阀1寸,只,,2024-05-25T00:00:00,100,,,,"{""日期"": ""2024-05-25T00:00:00"", ""商品名称及规格"": ""不锈钢单向阀1寸"", ""单位"": ""只"", ""数量"": 100}"
Sheet1,3027,阻燃挤塑板2.2m*0.6m*0.1m*116块,阻燃挤塑板2.2m*0.6m*0.1m*116块,平方,,2024-05-25T00:00:00,153.1,,,,"{""日期"": ""2024-05-25T00:00:00"", ""商品名称及规格"": ""阻燃挤塑板2.2m*0.6m*0.1m*116块"", ""单位"": ""平方"", ""数量"": 153.1}"
Sheet1,3028,阻燃挤塑板2.2m*0.6m*0.05m*64块,阻燃挤塑板2.2m*0.6m*0.05m*64块,平方,,2024-05-25T00:00:00,84.5,,,,"{""日期"": ""2024-05-25T00:00:00"", ""商品名称及规格"": ""阻燃挤塑板2.2m*0.6m*0.05m*64块"", ""单位"": ""平方"", ""数量"": 84.5}"
Sheet1,3029,运费1000,运费1000,项,,2024-05-25T00:00:00,1,,,,"{""日期"": ""2024-05-25T00:00:00"", ""商品名称及规格"": ""运费1000"", ""单位"": ""项"", ""数量"": 1}"
Sheet1,3030,不锈钢单向阀1寸,不锈钢单向阀1寸,只,,2024-06-02T00:00:00,24,,,,"{""日期"": ""2024-06-02T00:00:00"", ""商品名称及规格"": ""不锈钢单向阀1寸"", ""单位"": ""只"", ""数量"": 24}"
Sheet1,3031,WQ/5K开关,WQ/5K开关,只,,2024-06-07T00:00:00,10,,,,"{""日期"": ""2024-06-07T00:00:00"", ""商品名称及规格"": ""WQ/5K开关"", ""单位"": ""只"", ""数量"": 10}"
Sheet1,3032,公牛明装开关底盒底座,公牛明装开关底盒底座,套,,2024-06-07T00:00:00,20,,,,"{""日期"": ""2024-06-07T00:00:00"", ""商品名称及规格"": ""公牛明装开关底盒底座"", ""单位"": ""套"", ""数量"": 20}"
Sheet1,3033,透明硅晶板0.8m*0.45m*0.05m,透明硅晶板0.8m*0.45m*0.05m,块,,2024-06-07T00:00:00,1,,,,"{""日期"": ""2024-06-07T00:00:00"", ""商品名称及规格"": ""透明硅晶板0.8m*0.45m*0.05m"", ""单位"": ""块"", ""数量"": 1}"
Sheet1,3034,白色墙纸3m*0.325m,白色墙纸3m*0.325m,块,,2024-06-07T00:00:00,1,,,,"{""日期"": ""2024-06-07T00:00:00"", ""商品名称及规格"": ""白色墙纸3m*0.325m"", ""单位"": ""块"", ""数量"": 1}"
Sheet1,3035,多层实木板2.44m*1.22m*0.018m,多层实木板2.44m*1.22m*0.018m,张,,2024-06-07T00:00:00,1,,,,"{""日期"": ""2024-06-07T00:00:00"", ""商品名称及规格"": ""多层实木板2.44m*1.22m*0.018m"", ""单位"": ""张"", ""数量"": 1}"
Sheet1,3036,油漆滚筒,油漆滚筒,包,,2024-06-17T00:00:00,10,,,,"{""日期"": ""2024-06-17T00:00:00"", ""商品名称及规格"": ""油漆滚筒"", ""单位"": ""包"", ""数量"": 10}"
Sheet1,3037,封箱带大箱,封箱带大箱,箱,,2024-06-17T00:00:00,1,,,,"{""日期"": ""2024-06-17T00:00:00"", ""商品名称及规格"": ""封箱带大箱"", ""单位"": ""箱"", ""数量"": 1}"
Sheet1,3038,白色自喷漆,白色自喷漆,瓶,,2024-06-17T00:00:00,48,,,,"{""日期"": ""2024-06-17T00:00:00"", ""商品名称及规格"": ""白色自喷漆"", ""单位"": ""瓶"", ""数量"": 48}"
Sheet1,3039,滚筒柄,滚筒柄,把,,2024-06-17T00:00:00,10,,,,"{""日期"": ""2024-06-17T00:00:00"", ""商品名称及规格"": ""滚筒柄"", ""单位"": ""把"", ""数量"": 10}"
Sheet1,3040,不锈钢钻头3.2mm,不锈钢钻头3.2mm,支,,2024-06-17T00:00:00,20,,,,"{""日期"": ""2024-06-17T00:00:00"", ""商品名称及规格"": ""不锈钢钻头3.2mm"", ""单位"": ""支"", ""数量"": 20}"
Sheet1,3041,合金钢镀锌板剪刀20寸,合金钢镀锌板剪刀20寸,把,,2024-06-17T00:00:00,2,,,,"{""日期"": ""2024-06-17T00:00:00"", ""商品名称及规格"": ""合金钢镀锌板剪刀20寸"", ""单位"": ""把"", ""数量"": 2}"
Sheet1,3042,角铁50*50,角铁50*50,米,,2024-06-17T00:00:00,180,,,,"{""日期"": ""2024-06-17T00:00:00"", ""商品名称及规格"": ""角铁50*50"", ""单位"": ""米"", ""数量"": 180}"
Sheet1,3043,镀锌板1m*2m*0.05m,镀锌板1m*2m*0.05m,张,,2024-06-17T00:00:00,10,,,,"{""日期"": ""2024-06-17T00:00:00"", ""商品名称及规格"": ""镀锌板1m*2m*0.05m"", ""单位"": ""张"", ""数量"": 10}"
Sheet1,3044,不锈钢铣刀钻头4mm,不锈钢铣刀钻头4mm,支,,2024-06-17T00:00:00,20,,,,"{""日期"": ""2024-06-17T00:00:00"", ""商品名称及规格"": ""不锈钢铣刀钻头4mm"", ""单位"": ""支"", ""数量"": 20}"
