source_sheet,source_row,raw_material_name,raw_spec,unit,supplier,purchase_date,quantity,unit_price,amount,remark,raw_row_json
Sheet1,1002,温度计,温度计,个,,2024-06-24T00:00:00,5,,,,"{""日期"": ""2024-06-24T00:00:00"", ""商品名称及规格"": ""温度计"", ""单位"": ""个"", ""数量"": 5}"
Sheet1,1003,5*4安全警示带,5*4安全警示带,米,,2024-06-26T00:00:00,500,,,,"{""日期"": ""2024-06-26T00:00:00"", ""商品名称及规格"": ""5*4安全警示带"", ""单位"": ""米"", ""数量"": 500}"
Sheet1,1004,铜塞尺,铜塞尺,个,,2024-06-26T00:00:00,1,,,,"{""日期"": ""2024-06-26T00:00:00"", ""商品名称及规格"": ""铜塞尺"", ""单位"": ""个"", ""数量"": 1}"
Sheet1,1005,PO42.5水泥,PO42.5水泥,包,,2024-06-28T00:00:00,100,,,,"{""日期"": ""2024-06-28T00:00:00"", ""商品名称及规格"": ""PO42.5水泥"", ""单位"": ""包"", ""数量"": 100}"
Sheet1,1006,大编织袋,大编织袋,个,,2024-06-28T00:00:00,100,,,,"{""日期"": ""2024-06-28T00:00:00"", ""商品名称及规格"": ""大编织袋"", ""单位"": ""个"", ""数量"": 100}"
Sheet1,1007,25不锈钢球阀,25不锈钢球阀,个,,2024-06-28T00:00:00,2,,,,"{""日期"": ""2024-06-28T00:00:00"", ""商品名称及规格"": ""25不锈钢球阀"", ""单位"": ""个"", ""数量"": 2}"
Sheet1,1008,PO42.5水泥,PO42.5水泥,包,,2024-07-02T00:00:00,100,,,,"{""日期"": ""2024-07-02T00:00:00"", ""商品名称及规格"": ""PO42.5水泥"", ""单位"": ""包"", ""数量"": 100}"
Sheet1,1009,5.5*5二线槽,5.5*5二线槽,米,,2024-07-05T00:00:00,6,,,,"{""日期"": ""2024-07-05T00:00:00"", ""商品名称及规格"": ""5.5*5二线槽"", ""单位"": ""米"", ""数量"": 6}"
Sheet1,1010,软管,软管,个,,2024-07-05T00:00:00,2,,,,"{""日期"": ""2024-07-05T00:00:00"", ""商品名称及规格"": ""软管"", ""单位"": ""个"", ""数量"": 2}"
Sheet1,1011,PO42.5水泥,PO42.5水泥,包,,2024-07-05T00:00:00,100,,,,"{""日期"": ""2024-07-05T00:00:00"", ""商品名称及规格"": ""PO42.5水泥"", ""单位"": ""包"", ""数量"": 100}"
Sheet1,1012,水带100,水带100,米,,2024-07-10T00:00:00,100,,,,"{""日期"": ""2024-07-10T00:00:00"", ""商品名称及规格"": ""水带100"", ""单位"": ""米"", ""数量"": 100}"
Sheet1,1013,po42.5水泥,po42.5水泥,包,,2024-07-15T00:00:00,100,,,,"{""日期"": ""2024-07-15T00:00:00"", ""商品名称及规格"": ""po42.5水泥"", ""单位"": ""包"", ""数量"": 100}"
Sheet1,1014,2米电源线,2米电源线,条,,2024-07-15T00:00:00,1,,,,"{""日期"": ""2024-07-15T00:00:00"", ""商品名称及规格"": ""2米电源线"", ""单位"": ""条"", ""数量"": 1}"
Sheet1,1015,一次性口罩,一次性口罩,个,,2024-07-15T00:00:00,100,,,,"{""日期"": ""2024-07-15T00:00:00"", ""商品名称及规格"": ""一次性口罩"", ""单位"": ""个"", ""数量"": 100}"
Sheet1,1016,塑料扫把,塑料扫把,把,,2024-07-15T00:00:00,5,,,,"{""日期"": ""2024-07-15T00:00:00"", ""商品名称及规格"": ""塑料扫把"", ""单位"": ""把"", ""数量"": 5}"
Sheet1,1017,黑黄幻光胶带,黑黄幻光胶带,米,,2024-07-16T00:00:00,300,,,,"{""日期"": ""2024-07-16T00:00:00"", ""商品名称及规格"": ""黑黄幻光胶带"", ""单位"": ""米"", ""数量"": 300}"
Sheet1,1018,1000M华为路由器,1000M华为路由器,套,,2024-07-18T00:00:00,1,,,,"{""日期"": ""2024-07-18T00:00:00"", ""商品名称及规格"": ""1000M华为路由器"", ""单位"": ""套"", ""数量"": 1}"
Sheet1,1019,高压软管压头,高压软管压头,套,,2024-07-19T00:00:00,4,,,,"{""日期"": ""2024-07-19T00:00:00"", ""商品名称及规格"": ""高压软管压头"", ""单位"": ""套"", ""数量"": 4}"
Sheet1,1020,70寸电视支架,70寸电视支架,个,,2024-07-19T00:00:00,1,,,,"{""日期"": ""2024-07-19T00:00:00"", ""商品名称及规格"": ""70寸电视支架"", ""单位"": ""个"", ""数量"": 1}"
Sheet1,1021,格力3匹变频空调,格力3匹变频空调,台,,2024-07-19T00:00:00,1,,,,"{""日期"": ""2024-07-19T00:00:00"", ""商品名称及规格"": ""格力3匹变频空调"", ""单位"": ""台"", ""数量"": 1}"
Sheet1,1022,32A保险管,32A保险管,个,,2024-07-20T00:00:00,50,,,,"{""日期"": ""2024-07-20T00:00:00"", ""商品名称及规格"": ""32A保险管"", ""单位"": ""个"", ""数量"": 50}"
Sheet1,1023,油性聚氨酯堵漏剂,油性聚氨酯堵漏剂,KG,,2024-07-20T00:00:00,40,,,,"{""日期"": ""2024-07-20T00:00:00"", ""商品名称及规格"": ""油性聚氨酯堵漏剂"", ""单位"": ""KG"", ""数量"": 40}"
Sheet1,1024,水性聚氨酯堵漏剂,水性聚氨酯堵漏剂,KG,,2024-07-20T00:00:00,20,,,,"{""日期"": ""2024-07-20T00:00:00"", ""商品名称及规格"": ""水性聚氨酯堵漏剂"", ""单位"": ""KG"", ""数量"": 20}"
Sheet1,1025,发泡剂,发泡剂,KG,,2024-07-20T00:00:00,2,,,,"{""日期"": ""2024-07-20T00:00:00"", ""商品名称及规格"": ""发泡剂"", ""单位"": ""KG"", ""数量"": 2}"
Sheet1,1026,PO42.5水泥,PO42.5水泥,包,,2024-07-20T00:00:00,100,,,,"{""日期"": ""2024-07-20T00:00:00"", ""商品名称及规格"": ""PO42.5水泥"", ""单位"": ""包"", ""数量"": 100}"
Sheet1,1027,打印机电源线,打印机电源线,条,,2024-07-23T00:00:00,1,,,,"{""日期"": ""2024-07-23T00:00:00"", ""商品名称及规格"": ""打印机电源线"", ""单位"": ""条"", ""数量"": 1}"
Sheet1,1028,打印机数据线,打印机数据线,条,,2024-07-23T00:00:00,1,,,,"{""日期"": ""2024-07-23T00:00:00"", ""商品名称及规格"": ""打印机数据线"", ""单位"": ""条"", ""数量"": 1}"
Sheet1,1029,加湿雾化喷头,加湿雾化喷头,个,,2024-07-23T00:00:00,100,,,,"{""日期"": ""2024-07-23T00:00:00"", ""商品名称及规格"": ""加湿雾化喷头"", ""单位"": ""个"", ""数量"": 100}"
Sheet1,1030,泡沫双面胶,泡沫双面胶,件,,2024-07-23T00:00:00,10,,,,"{""日期"": ""2024-07-23T00:00:00"", ""商品名称及规格"": ""泡沫双面胶"", ""单位"": ""件"", ""数量"": 10}"
Sheet1,1031,101胶水,101胶水,件,,2024-07-23T00:00:00,1,,,,"{""日期"": ""2024-07-23T00:00:00"", ""商品名称及规格"": ""101胶水"", ""单位"": ""件"", ""数量"": 1}"
Sheet1,1032,2寸羊毛刷,2寸羊毛刷,支,,2024-07-26T00:00:00,10,,,,"{""日期"": ""2024-07-26T00:00:00"", ""商品名称及规格"": ""2寸羊毛刷"", ""单位"": ""支"", ""数量"": 10}"
Sheet1,1033,大号子扫把,大号子扫把,支,,2024-07-26T00:00:00,5,,,,"{""日期"": ""2024-07-26T00:00:00"", ""商品名称及规格"": ""大号子扫把"", ""单位"": ""支"", ""数量"": 5}"
Sheet1,1034,油性聚氨酯堵漏剂,油性聚氨酯堵漏剂,KG,,2024-07-26T00:00:00,20,,,,"{""日期"": ""2024-07-26T00:00:00"", ""商品名称及规格"": ""油性聚氨酯堵漏剂"", ""单位"": ""KG"", ""数量"": 20}"
Sheet1,1035,5.0不锈钢钻头,5.0不锈钢钻头,支,,2024-07-26T00:00:00,10,,,,"{""日期"": ""2024-07-26T00:00:00"", ""商品名称及规格"": ""5.0不锈钢钻头"", ""单位"": ""支"", ""数量"": 10}"
Sheet1,1036,大号编织袋,大号编织袋,个,,2024-07-30T00:00:00,100,,,,"{""日期"": ""2024-07-30T00:00:00"", ""商品名称及规格"": ""大号编织袋"", ""单位"": ""个"", ""数量"": 100}"
Sheet1,1037,编织袋,编织袋,个,,2024-07-30T00:00:00,100,,,,"{""日期"": ""2024-07-30T00:00:00"", ""商品名称及规格"": ""编织袋"", ""单位"": ""个"", ""数量"": 100}"
Sheet1,1038,手套,手套,双,,2024-07-30T00:00:00,50,,,,"{""日期"": ""2024-07-30T00:00:00"", ""商品名称及规格"": ""手套"", ""单位"": ""双"", ""数量"": 50}"
Sheet1,1039,518手套,518手套,双,,2024-07-30T00:00:00,60,,,,"{""日期"": ""2024-07-30T00:00:00"", ""商品名称及规格"": ""518手套"", ""单位"": ""双"", ""数量"": 60}"
Sheet1,1040,氧气,氧气,瓶,,2024-07-31T00:00:00,5,,,,"{""日期"": ""2024-07-31T00:00:00"", ""商品名称及规格"": ""氧气"", ""单位"": ""瓶"", ""数量"": 5}"
Sheet1,1041,乙炔,乙炔,瓶,,2024-07-31T00:00:00,5,,,,"{""日期"": ""2024-07-31T00:00:00"", ""商品名称及规格"": ""乙炔"", ""单位"": ""瓶"", ""数量"": 5}"
Sheet1,1042,噪音仪,噪音仪,台,,2024-08-01T00:00:00,1,,,,"{""日期"": ""2024-08-01T00:00:00"", ""商品名称及规格"": ""噪音仪"", ""单位"": ""台"", ""数量"": 1}"
