编号	名称	规格	分组	单位	别名/土名	整理提示/依据
REVIEW-MAT-02151	除胶剂	类型: 除胶剂	清洁化学品/除胶剂	瓶	除胶剂	品牌/容量/SDS缺失
REVIEW-MAT-02152	泡沫清洗剂	类型: 泡沫清洗剂	清洁化学品/清洗剂	瓶	泡沫清洗剂	品牌/容量/SDS缺失
REVIEW-MAT-02153	镀锌接地桩套件	表面: 镀锌；规格: 18*1m；配置: 带螺丝	电气/接地材料	根	镀锌接地桩18*1m带螺丝	材质/镀层厚度缺失
REVIEW-MAT-02154	地毯刷	用途: 地毯清洁	清洁工具/刷子	个	地毯刷	尺寸/材质缺失
REVIEW-MAT-02155	棉毛巾	材质: 棉；类型: 毛巾	行政后勤/生活用品	条	棉毛巾	尺寸/克重缺失
REVIEW-MAT-02156	竹梯	材质: 竹；长度: 6米	工具/登高工具	部	6米竹梯	承载/节数缺失
REVIEW-MAT-02157	全身式安全带	类型: 全身式；配置: 大钩	安全防护/安全带	条	全身大钩安全带	执行标准/承载等级缺失
REVIEW-MAT-02158	折叠圆桌	直径/规格: 1.5米；结构: 折叠；形状: 圆桌	行政后勤/办公家具	张	1.5米折叠圆桌	材质缺失
REVIEW-MAT-02159	实木办公桌	材质: 实木；尺寸: 1.4米*0.6米	行政后勤/办公家具	张	实木办公桌1.4米*0.6米	高度/款式缺失
REVIEW-MAT-02160	玻璃胶	品牌: 道康宁	胶粘剂/玻璃胶	支	道康宁玻璃胶	型号/颜色/容量缺失
REVIEW-MAT-02161	方柄钻头	品牌: 博世；柄型: 方柄；直径: Φ14；长度: 280	工具/钻头	支	博世方柄钻头Φ14*280	材质/适配设备缺失
REVIEW-MAT-02162	方柄钻头	品牌: 博世；柄型: 方柄；直径: Φ12；长度: 260	工具/钻头	支	博世方柄钻头Φ12*260	材质/适配设备缺失
REVIEW-MAT-02163	灭火器	灭火剂重量: 2KG	安全消防/灭火器	只	2KG灭火器	状态：可合并；与2522同类，类型/年检信息缺失
REVIEW-MAT-02164	灭火器箱	用途: 灭火器存放	安全消防/灭火器配件	个	灭火器箱子	状态：可建档 | 可合并；适配规格/材质缺失 | 与3364同类，适配规格/材质缺失 | 与3474同类，适配规格/材质缺失
REVIEW-MAT-02165	PVC管	品牌: 公元；材质: PVC；直径: Φ100	管材/PVC管	米	公元PVCΦ100管	压力等级/壁厚缺失
REVIEW-MAT-02166	PVC弯头	品牌: 公元；材质: PVC；直径: Φ100；类型: 弯头	管件/PVC管件	只	公元PVCΦ100弯头	角度/压力等级缺失
REVIEW-MAT-02167	PVC止回阀	品牌: 公元；材质: PVC；直径: Φ100；类型: 止回阀	阀门/PVC阀门	个	公元PVCΦ100止回阀	压力等级/连接方式缺失
REVIEW-MAT-02168	PVC三通	品牌: 公元；材质: PVC；直径: Φ100；类型: 三通	管件/PVC管件	只	公元PVCΦ100三通	压力等级缺失
REVIEW-MAT-02169	镀锌两端丝水管加工件	加工: 是；表面: 镀锌；规格: 4分；连接: 两端丝；长度: 3米	定制件/管路加工件	根	加工4分镀锌两端丝水管3米	状态：可建档-定制件；材质/压力等级缺失
