编号	名称	规格	分组	单位	别名/土名	整理提示/依据
REVIEW-MAT-00051	不锈钢挂锁	材质: 不锈钢；规格: 50	五金备件/锁具	个	50不锈钢挂锁	
REVIEW-MAT-00052	不锈钢插销	材质: 不锈钢	五金备件/门窗五金	个	不锈钢插销	状态：可建档-低精度；尺寸缺失
REVIEW-MAT-00053	带锁不锈钢插销	材质: 不锈钢；功能: 带锁	五金备件/门窗五金	个	不锈钢插销带锁	状态：可建档-低精度；尺寸缺失
REVIEW-MAT-00054	环保涂料	品牌: 立邦；系列: 5合1	化工耗材/涂料	桶	立邦环保涂料5合1	容量/颜色缺失
REVIEW-MAT-00055	滚筒刷	规格: 4寸	工具器具/涂装工具	个	4寸滚筒	
REVIEW-MAT-00056	插销	规格: 4寸	五金备件/门窗五金	付	4寸插销	材质缺失
REVIEW-MAT-00057	加厚不锈钢合页	材质: 不锈钢；规格: 4寸；特征: 加厚	五金备件/门窗五金	付	4寸不锈钢加厚合页	
REVIEW-MAT-00058	不锈钢抽锁	材质: 不锈钢；规格: 5寸	五金备件/锁具	个	5寸不锈钢抽锁	
REVIEW-MAT-00059	塑料扫把	材质: 塑料	清洁用品/清洁工具	个	塑料扫把	
REVIEW-MAT-00060	不锈钢挂锁	材质: 不锈钢；规格: 40	五金备件/锁具	个	40不锈钢挂锁	
REVIEW-MAT-00061	高粱扫把	材质/类型: 高粱	清洁用品/清洁工具	把	高粱扫把	
REVIEW-MAT-00062	PVC地板胶	材质: PVC；特征: 加厚	装修材料/地面材料	平方	加厚PVC地板胶	厚度缺失
REVIEW-MAT-00063	环保墙布	特征: 厚、环保	装修材料/墙面材料	平方	厚环保墙布	状态：可建档-低精度；材质/花色缺失
REVIEW-MAT-00064	不锈钢水壶	材质: 不锈钢；容量: 6.5升	办公生活用品/小电器	个	6.5升不锈钢水壶	
REVIEW-MAT-00065	锂电池电钻	动力: 锂电池	工具器具/电动工具	台	锂电池电钻	状态：可建档-低精度；品牌/电压缺失
REVIEW-MAT-00066	水桶	类型: 水桶	办公生活用品/容器	个	水桶	状态：可建档-低精度；容量缺失
REVIEW-MAT-00067	水龙头花洒套装	类型: 水龙头+花洒	工程材料/水暖五金	套	水龙头花洒	状态：可建档 | 可合并；材质/规格缺失 | 与第102行同物料
REVIEW-MAT-00068	闭门器	规格: 大	五金备件/门窗五金	套	闭门器大	状态：可建档-低精度；适用门重/型号缺失
REVIEW-MAT-00069	不锈钢插销	材质: 不锈钢	五金备件/门窗五金	套	不锈钢插销	状态：可合并；与第81行同名但单位不同，需统一单位
REVIEW-MAT-00070	水龙头	类型: 水龙头	工程材料/水暖五金	个	水龙头	状态：可建档-低精度；材质/规格缺失
REVIEW-MAT-00071	空调插座	品牌: 公牛；电流: 16A；用途: 空调	电气材料/插头插座	个	公牛16A空调插座 | 16A公牛空调插座	状态：可建档 | 可合并；明装/暗装未说明 | 与第110行同物料
REVIEW-MAT-00072	插排	品牌: 公牛；线长: 3米；孔位: 8孔	电气材料/插头插座	个	公牛插座3米*8孔	状态：可建档 | 可合并；与第111行同物料
REVIEW-MAT-00073	启辉器	类型: 启辉器	电气材料/照明配件	个	启辉器	状态：可建档-低精度；适配灯管规格缺失
