编号	名称	规格	分组	单位	别名/土名	整理提示/依据
REVIEW-MAT-00751	带牙铁管加工件	加工: 是；规格: 80*150；工序: 带牙	定制件/钢管加工件	根	加工80*150铁管带牙	状态：可建档-定制件；牙型/图纸缺失
REVIEW-MAT-00752	膨胀螺丝	规格: 8*60	五金备件/紧固件	个	8*60膨胀螺丝	是否M8/材质缺失
REVIEW-MAT-00753	无缝管	规格: 325*12	原材料/钢管	米	325*12无缝管	材质/标准缺失
REVIEW-MAT-00754	焊接弯头	规格: 325；特征: 加厚；连接: 焊接	工程材料/管件	个	325加厚焊接弯头	角度/材质/壁厚缺失
REVIEW-MAT-00755	法兰盘	规格: 325；类型: 法兰盘	工程材料/管件	个	325法兰盘	压力等级/材质/孔距缺失
REVIEW-MAT-00756	法兰胶垫	规格: 325；材质: 胶	工程材料/密封垫	个	325胶垫	厚度/材质等级缺失
REVIEW-MAT-00757	螺丝	规格: 22*100	五金备件/紧固件	个	22*100螺丝	是否M22/材质缺失
REVIEW-MAT-00758	螺母	规格: 22	五金备件/紧固件	个	22螺母	是否M22/材质缺失
REVIEW-MAT-00759	不锈钢球阀	品牌: 埃美柯；规格: 80；材质: 不锈钢；特征: 厚	工程材料/阀门	个	埃美柯80不锈钢厚球阀	状态：可合并；与第1219行同类，压力等级缺失
REVIEW-MAT-00760	鸭嘴吊具	载荷: 20T；类型: 鸭嘴吊具	吊装索具/吊具	个	20T鸭嘴吊具	执行标准/开口尺寸缺失
REVIEW-MAT-00761	油布	类型: 油布	建筑材料/防护覆盖	平方	油布	状态：可合并；与第1230行同类，厚度/材质缺失
REVIEW-MAT-00762	鞋垫	类型: 鞋垫	劳保耗材/足部防护	双	鞋垫	状态：可建档-低精度；尺码/材质缺失
REVIEW-MAT-00763	无缝管加工件	加工: 是；规格: 325*12；长度: 12米	定制件/钢管加工件	根	加工325*12无缝管加工12米	状态：可建档-定制件；材质/图纸/端部处理缺失
REVIEW-MAT-00764	卡簧	规格: 40；类型: 卡簧	五金备件/紧固件	个	40卡簧	内/外卡簧类型缺失
REVIEW-MAT-00765	螺丝	规格: 16*160	五金备件/紧固件	个	16*160螺丝	是否M16/材质缺失
REVIEW-MAT-00766	不锈钢骑马卡	规格: 40；材质: 不锈钢	五金备件/管道紧固	个	40不锈钢骑马卡	适配管径/厚度缺失
REVIEW-MAT-00767	膨胀螺丝	规格: 6厘	五金备件/紧固件	个	6厘膨胀螺丝	长度/材质缺失
REVIEW-MAT-00768	卡槽弯头	定制: 是；规格: 168；特征: 加长、带卡槽	定制件/管路接头	个	定做加长168弯头带卡槽	状态：可建档-定制件；图纸/角度/材质缺失
REVIEW-MAT-00769	卡槽弯头	定制: 是；规格: 219；特征: 加长、带卡槽	定制件/管路接头	个	定做加长219弯头带卡槽	状态：可建档-定制件；图纸/角度/材质缺失
REVIEW-MAT-00770	扁平吊装带	执行标准: 国标；颜色: 彩色；额定载荷: 3T；长度: 3米	吊装索具/吊带	付	国标彩色3T*3米吊带	材质/安全系数/宽度缺失
REVIEW-MAT-00771	扁平吊装带	执行标准: 国标；颜色: 彩色；额定载荷: 5T；长度: 6米	吊装索具/吊带	付	国标彩色5T*6米吊带	材质/安全系数/宽度缺失
REVIEW-MAT-00772	弓形卸扣	额定载荷: 6.5T；型式: 弓形	吊装索具/卸扣	个	6.5T弓形卸扣	销轴形式/标准缺失
REVIEW-MAT-00773	弓形卸扣	额定载荷: 4.75T；型式: 弓形	吊装索具/卸扣	个	4.75T弓形卸扣	销轴形式/标准缺失
REVIEW-MAT-00774	集装袋	载重: 1.5T	包装材料/集装袋	个	1.5T吨袋	尺寸/吊带形式/是否覆膜缺失
REVIEW-MAT-00775	无缝钢管	外径: 48mm；壁厚: 4.0mm	钢材/钢管	米	48*4.0无缝管	材质/执行标准缺失
REVIEW-MAT-00776	防锈润滑剂	品牌/型号: WD-40	化工耗材/润滑剂	瓶	WD40润滑剂	容量规格缺失
REVIEW-MAT-00777	弓形卸扣	额定载荷: 9.5T；型式: 弓形	吊装索具/卸扣	个	9.5T弓形卸扣	销轴形式/标准缺失
REVIEW-MAT-00778	敲击螺丝刀	长度: 400mm	工具/手动工具	个	400敲击螺丝刀	状态：可建档 | 可合并；一字/十字/刀杆规格缺失 | 与1422同类，一字/十字需确认
REVIEW-MAT-00779	接地线	品牌: 起帆；截面积: 16mm2；用途: 接地	电气材料/电线电缆	米	起帆16平方地线	导体材质/芯数/颜色缺失
REVIEW-MAT-00780	DT铜鼻子	型号: DT；适配线径: 150mm2；材质: 铜	电气材料/电缆附件	个	DT150平方铜鼻子	孔径/是否镀锡缺失
REVIEW-MAT-00781	DT铜鼻子	型号: DT；适配线径: 120mm2；材质: 铜	电气材料/电缆附件	个	DT120平方铜鼻子	孔径/是否镀锡缺失
REVIEW-MAT-00782	DT铜鼻子	型号: DT；适配线径: 95mm2；材质: 铜	电气材料/电缆附件	个	DT95平方铜鼻子	孔径/是否镀锡缺失
REVIEW-MAT-00783	DT铜鼻子	型号: DT；适配线径: 70mm2；材质: 铜	电气材料/电缆附件	个	DT70平方铜鼻子	孔径/是否镀锡缺失
REVIEW-MAT-00784	OT铜端子	型号: OT25-8；线径规格: 25mm2；孔径: 8mm；材质: 铜	电气材料/电缆附件	个	OT25-8铜端子	是否镀锡需确认
REVIEW-MAT-00785	OT铜端子	型号: OT6-6；线径规格: 6mm2；孔径: 6mm；材质: 铜	电气材料/电缆附件	个	OT6-6铜端子	是否镀锡需确认
REVIEW-MAT-00786	消防蝶阀	公称直径: DN150；特征: 加长	阀门/消防阀门	个	150消防加长蝶阀	连接方式/压力等级/阀体材质缺失
REVIEW-MAT-00787	国标法兰	规格: DN325；压力等级: 16kg；执行标准: 国标	管件/法兰	个	325*16KG国标法兰	材质/密封面形式缺失
REVIEW-MAT-00788	法兰垫片	规格: DN325；材质: 胶	管件/密封垫片	个	325胶垫	压力等级/材质细分缺失
REVIEW-MAT-00789	六角螺栓组件	规格: M22*100；成套: 是	紧固件/螺栓	套	22*100螺丝	强度等级/材质/是否含螺母垫片需确认
REVIEW-MAT-00790	双联重型管卡	适配管径: 40；用途: 注浆管；型式: 重型卡槽两联	管道紧固/管卡	个	40注浆管重型卡槽两联	材质/表面处理缺失
REVIEW-MAT-00791	卡槽导轨	适配管径: 40；用途: 注浆管	管道紧固/导轨	条	40注浆管卡槽导轨	长度/材质/孔距缺失
REVIEW-MAT-00792	多功能打印机	品牌: 惠普	行政后勤/办公设备	台	惠普多功能打印机	型号/功能配置缺失
REVIEW-MAT-00793	办公桌	品类: 办公桌	行政后勤/办公家具	个	办公桌	状态：可合并；尺寸/材质/款式缺失
REVIEW-MAT-00794	办公椅	品牌: 得力；类型: 多功能椅	行政后勤/办公家具	个	得力多功能椅子	型号/材质缺失
REVIEW-MAT-00795	胶枪	适用材料: 聚氨酯胶	工具/施胶工具	个	聚氨酯胶枪	容量/结构类型缺失
REVIEW-MAT-00796	定制钢板	定制: 是；尺寸: 400*1000*30mm；材质: 钢板	定制件/金属加工件	块	定做加工400*1000*30钢板	状态：可建档-定制件；材质牌号/图纸/加工要求缺失
REVIEW-MAT-00797	U型卸扣	额定载荷: 10T；型式: U型	吊装索具/卸扣	个	10吨U型卸扣	销轴形式/标准缺失
REVIEW-MAT-00798	二氧化碳减压表	适用气体: 二氧化碳	焊割耗材/气体表具	个	二氧化碳表	状态：可建档 | 可合并；压力范围/接口规格缺失 | 与1448同类，压力范围/接口缺失
REVIEW-MAT-00799	氧气减压表	适用气体: 氧气	焊割耗材/气体表具	个	氧气表	状态：可建档 | 可合并；压力范围/接口规格缺失 | 与1449同类，压力范围/接口缺失
REVIEW-MAT-00800	石笔	品类: 石笔	工具耗材/划线耗材	个	石笔	状态：可合并；包装规格需确认
