编号	名称	规格	分组	单位	别名/土名	整理提示/依据
REVIEW-MAT-00701	撬杠	规格: 60	工具器具/手动工具	个	60撬杠	单位cm？材质缺失
REVIEW-MAT-00702	撬杠	规格: 120	工具器具/手动工具	个	120撬杠	单位cm？材质缺失
REVIEW-MAT-00703	电缆线	规格: 3*25	电气材料/电线电缆	米	3*25电缆线	品牌/型号缺失
REVIEW-MAT-00704	插座	电流: 16A	电气材料/插头插座	个	16A插座	孔位/安装方式缺失
REVIEW-MAT-00705	明装底盒	安装: 明装；类型: 底盒	电气材料/插头插座	个	明装底盒	状态：可合并；与第1138行同物料，规格缺失
REVIEW-MAT-00706	RJ45水晶头	类型: RJ45水晶头	电气材料/弱电材料	个	水晶头	类别/Cat等级缺失
REVIEW-MAT-00707	电缆线	品牌: 起帆；规格: 3*6+1	电气材料/电线电缆	米	起帆3*6+1电缆	型号/材质缺失
REVIEW-MAT-00708	网线钳	用途: 网线压接	工具器具/电工工具	把	网线钳	适配水晶头类型缺失
REVIEW-MAT-00709	PVC线管	规格: 25；材质: PVC	电气材料/电缆附件	米	25pvc线管	壁厚缺失
REVIEW-MAT-00710	测电笔	外观: 透明；类型: 电笔	工具器具/电工工具	个	透明电笔	电压范围缺失
REVIEW-MAT-00711	漏电断路器	品牌: 施耐德；极数: 3P；电流: 250A	电气材料/低压电器	个	施耐德3p250A漏保	状态：可建档 | 可合并；型号/漏电动作电流缺失 | 与第1305行同物料，型号缺失
REVIEW-MAT-00712	雨鞋	品牌: 回力；特征: 厚底	劳保耗材/足部防护	双	回力厚底雨鞋	尺码/筒高缺失
REVIEW-MAT-00713	热熔机	品牌: 公元；用途: PPR热熔	工具器具/管道工具	台	公元热熔机	功率/适用口径缺失
REVIEW-MAT-00714	PPR弯头	品牌: 公元；规格: 25；材质: PPR	工程材料/PPR管件	个	公元25PPR弯头	角度/压力等级缺失
REVIEW-MAT-00715	PPR管卡	品牌: 公元；规格: 25；类型: 卡扣/管卡	工程材料/PPR管件	个	公元ppr25卡扣	卡扣/管卡叫法需统一
REVIEW-MAT-00716	PPR直通	品牌: 公元；规格: 25；材质: PPR	工程材料/PPR管件	个	公元ppr25直通	压力等级缺失
