编号	名称	规格	分组	单位	别名/土名	整理提示/依据
REVIEW-MAT-01701	橡胶平板输送带	材质: 橡胶；宽度: 1m；厚度: 10mm	输送设备/输送带	件	橡胶平板输送带1m*10mm	长度/层数/强度等级缺失
REVIEW-MAT-01702	铲刀	类型: 铲刀	工具/手动工具	把	铲刀	宽度/材质缺失
REVIEW-MAT-01703	漆刷	规格: 3寸；用途: 涂漆	涂装工具/刷子	把	漆刷3寸	状态：可合并；与羊毛刷3寸可能同类，刷毛材质需确认
REVIEW-MAT-01704	油漆	品牌: 立邦；颜色: 中黄；包装: 18KG	油漆涂料/油漆	桶	立邦中黄油漆18KG	是否防锈漆/型号/SDS缺失
REVIEW-MAT-01705	不锈钢挂锁	规格: 40；材质: 不锈钢；类型: 通用挂锁	五金/锁具	把	40不锈钢通用挂锁	锁梁规格/钥匙通开情况缺失
REVIEW-MAT-01706	自喷漆	颜色: 白色	油漆涂料/自喷漆	瓶	白色自喷漆	状态：可建档 | 可合并；品牌/容量/色号缺失 | 与2726同类，品牌/容量缺失
REVIEW-MAT-01707	自喷漆	颜色: 中灰色	油漆涂料/自喷漆	瓶	中灰色自喷漆	品牌/容量/色号缺失
REVIEW-MAT-01708	彩条布	类型: 彩条布	覆盖材料/彩条布	㎡	彩条布	状态：可合并；与2656同类，宽度/克重缺失
REVIEW-MAT-01709	锂电角磨机套装	品牌: 东成；供电: 锂电；配置: 二电一充	电动工具/角磨机	台	东成锂电角磨机二电一充	状态：可建档 | 可合并；电池电压/砂轮规格/型号缺失 | 与2729同类，电压/砂轮规格缺失
REVIEW-MAT-01710	PPR堵头	材质: PPR；规格: 4分；类型: 堵头	管件/PPR管件	只	PPR4分堵头	压力等级/品牌缺失
REVIEW-MAT-01711	PPR堵头	材质: PPR；规格: 6分；类型: 堵头	管件/PPR管件	只	PPR6分堵头	压力等级/品牌缺失
REVIEW-MAT-01712	PPR闷头	材质: PPR；规格: 20mm；类型: 闷头/堵头	管件/PPR管件	只	PPR20mm闷头	压力等级/品牌缺失
REVIEW-MAT-01713	PPR闷头	材质: PPR；规格: 25mm；类型: 闷头/堵头	管件/PPR管件	只	PPR25mm闷头	压力等级/品牌缺失
REVIEW-MAT-01714	PPR管剪	用途: PPR管剪切	工具/管道工具	把	PPR剪刀	剪切范围/品牌缺失
REVIEW-MAT-01715	花纹钢板	尺寸: 6m*1.26m；厚度: 6mm；表面: 花纹	钢材/钢板	张	花纹钢板6m*1.26m*6mm	材质/标准缺失
REVIEW-MAT-01716	镂空数字漆模	字符: 0-9；类型: 镂空数字模板	涂装工具/喷涂模板	套	镂空数字漆模0-9	材质/尺寸缺失
REVIEW-MAT-01717	钢销	直径: 14mm；长度: 1m；材质: 钢	紧固件/销	根	钢销14mm*1m	材质牌号/标准缺失
REVIEW-MAT-01718	PVC线槽	品牌: 公牛；材质: PVC；规格: 25mm	电气/线槽桥架	米	公牛PVC线槽25mm	宽高规格/配件缺失
REVIEW-MAT-01719	明装五孔插座	品牌: 公牛；安装: 明装；类型: 五孔	电气/插座	套	公牛明装五孔插座	额定电流/型号缺失
REVIEW-MAT-01720	钢钉	长度: 25mm；材质: 钢	紧固件/钉	盒	钢钉25mm	每盒数量/直径缺失
REVIEW-MAT-01721	吊包	额定载荷: 1吨	吊装索具/吊包	只	吊包1吨	材质/尺寸/安全系数缺失
REVIEW-MAT-01722	棉纱口罩	材质: 棉纱；类型: 口罩	劳保耗材/呼吸防护	只	棉纱口罩	层数/防护等级缺失
REVIEW-MAT-01723	一次性口罩	类型: 一次性口罩	劳保耗材/呼吸防护	只	一次性口罩	状态：可建档 | 可合并；防护级别/包装数量缺失 | 与2748同类，防护级别/包装缺失
REVIEW-MAT-01724	自喷漆	颜色: 红色	油漆涂料/自喷漆	瓶	红色自喷漆	品牌/容量/色号缺失
REVIEW-MAT-01725	棉拖把	材质: 棉；类型: 拖把	清洁工具/拖把	只	棉拖把	规格缺失
REVIEW-MAT-01726	电箱锁	用途: 电箱；类型: 锁	电气/配电箱配件	套	电箱锁	状态：可建档 | 可合并；锁型/尺寸/钥匙通开情况缺失 | 与2751同类，锁型/尺寸缺失
REVIEW-MAT-01727	不锈钢水龙头	材质: 不锈钢；类型: 水龙头	水暖五金/水龙头	只	不锈钢水龙头	规格/连接口径缺失
REVIEW-MAT-01728	创可贴	类型: 创可贴	劳保/急救用品	盒	创可贴	状态：可建档 | 可合并；规格/片数缺失 | 与2756同类，规格/片数缺失
REVIEW-MAT-01729	透明胶带	品牌: 3M；颜色: 透明	胶带/办公工业胶带	卷	3M透明胶带	宽度/长度缺失
REVIEW-MAT-01730	万向脚轮	类型: 万向轮	物流搬运/脚轮	只	万向轮	尺寸/载重/带刹车与否缺失
REVIEW-MAT-01731	钢卷尺	品牌: 雄狮；长度: 100m；材质: 钢	工具/测量工具	只	雄狮钢卷尺100m	精度等级/宽度缺失
REVIEW-MAT-01732	墨斗	类型: 墨斗	工具/测量放线工具	个	墨斗	规格/品牌缺失
REVIEW-MAT-01733	蚕丝被	材质: 蚕丝；类型: 被子	行政后勤/生活用品	套	蚕丝被	状态：可合并；与2684同类，单位需统一件/套
REVIEW-MAT-01734	床垫	类型: 床垫	行政后勤/生活用品	件	床垫	状态：可合并；与2685同类，尺寸/材质缺失
REVIEW-MAT-01735	牙刷	类型: 牙刷	行政后勤/生活用品	支	牙刷	品牌/规格缺失
REVIEW-MAT-01736	牙膏	类型: 牙膏	行政后勤/生活用品	支	牙膏	品牌/容量缺失
REVIEW-MAT-01737	漱口杯	类型: 漱口杯	行政后勤/生活用品	只	漱口杯	材质/容量缺失
REVIEW-MAT-01738	洗发露	品牌: 海飞丝；类型: 洗发露	行政后勤/生活用品	瓶	海飞丝洗发露	容量缺失
REVIEW-MAT-01739	沐浴露	类型: 沐浴露	行政后勤/生活用品	瓶	沐浴露	品牌/容量缺失
REVIEW-MAT-01740	拖鞋	类型: 拖鞋	行政后勤/生活用品	双	拖鞋	尺码/材质缺失
REVIEW-MAT-01741	洗脸盆	类型: 洗脸盆	行政后勤/生活用品	只	洗脸盆	材质/尺寸缺失
REVIEW-MAT-01742	管箍	规格: 4寸；类型: 管箍	管件/管箍	只	4寸管箍	材质/连接方式缺失
REVIEW-MAT-01743	合金两半扣	材质: 合金；规格: DN100；类型: 两半扣	液压/管路扣件	套	合金两半扣DN100	适配管件/压力等级缺失
REVIEW-MAT-01744	PET条码不干胶标签	材质: 哑银PET；尺寸: 40mm*25mm；每卷: 1200张	标签耗材/不干胶标签	卷	哑银pet条码不干胶贴纸40mm*25mm*1200张	胶性/卷芯规格缺失
REVIEW-MAT-01745	PET条码不干胶标签	材质: 哑银PET；尺寸: 30mm*10mm；每卷: 5000张	标签耗材/不干胶标签	卷	哑银pet条码不干胶贴纸30mm*10mm*5000张	胶性/卷芯规格缺失
REVIEW-MAT-01746	全树脂基碳带	进口: 是；类型: 全树脂基；宽度: 90mm；长度: 300米	标签耗材/碳带	卷	进口全树脂基碳带90mm*300米	品牌/适配标签材质缺失
REVIEW-MAT-01747	五孔插座面板	品牌: 公牛；类型: 五孔插座面板	电气/插座	只	公牛五孔插座面板	安装方式/额定电流缺失
REVIEW-MAT-01748	电缆	品牌: 起帆；规格: 4*2.5	电气/电线电缆	米	起帆电缆4*2.5	电缆型号/护套材质/电压等级缺失
REVIEW-MAT-01749	卷尺	品牌: 得力；长度: 10m	工具/测量工具	把	得力卷尺10m	宽度/精度缺失
REVIEW-MAT-01750	卷尺	品牌: 得力；长度: 5m	工具/测量工具	把	得力卷尺5m	宽度/精度缺失
