编号	名称	规格	分组	单位	别名/土名	整理提示/依据
REVIEW-MAT-01801	PVC管	品牌: 公元；材质: PVC；直径: Φ110	管材/PVC管	米	公元PVCΦ110管	压力等级/壁厚缺失
REVIEW-MAT-01802	PVC直接	品牌: 公元；材质: PVC；直径: Φ110；类型: 直接	管件/PVC管件	只	公元PVCΦ110直接	压力等级/连接方式缺失
REVIEW-MAT-01803	PVC直接	品牌: 公元；材质: PVC；直径: Φ75；类型: 直接	管件/PVC管件	只	公元PVCΦ75直接	压力等级/连接方式缺失
REVIEW-MAT-01804	网线对接头	类型: 网线对接头	弱电安防/网络配件	只	网线对接头	类别/屏蔽与否缺失
REVIEW-MAT-01805	网线成品线	长度: 30米；配置: 两端插头	弱电安防/网络线缆	根	30米网线带两端插头	网线类别/屏蔽与否缺失
REVIEW-MAT-01806	铜接线端子	材质: 铜；规格: 100A；俗称: 铜鼻子	电气/接线端子	只	100A铜鼻子	线径/孔径缺失
REVIEW-MAT-01807	不锈钢挂锁	规格: 40；材质: 不锈钢	五金/锁具	把	40不锈钢挂锁	状态：可合并；与2724同类，锁梁规格缺失
REVIEW-MAT-01808	万向脚轮	类型: 万向车轮	物流搬运/脚轮	只	万向车轮	状态：可合并；与2758同类，尺寸/载重缺失
REVIEW-MAT-01809	插销	规格: 300；类型: 插销	五金/门窗五金	套	插销300	材质/长度单位缺失
REVIEW-MAT-01810	五坑钻头	品牌: 博世；柄型: 五坑；直径: Φ40；长度: 1米	工具/钻头	根	博世五坑钻头Φ40*1米	材质/适配设备缺失
REVIEW-MAT-01811	空调	品牌: 格力；能效等级: 1级	行政后勤/空调设备	台	格力1级能效空调	状态：可建档 | 可合并；匹数/型号/冷暖类型缺失 | 与2887同类，匹数/型号缺失
REVIEW-MAT-01812	加厚货架	特征: 加厚；尺寸: 2m*2m*0.6m	仓储设备/货架	套	加厚货架2m*2m*0.6m	状态：可建档 | 可合并；层数/承重/材质缺失 | 与2889同类，层数/承重缺失
REVIEW-MAT-01813	变径内丝直接	规格: 25变20；连接: 内丝；类型: 直接	管件/管路接头	只	25变20内丝直接	材质/压力等级缺失
REVIEW-MAT-01814	不锈钢防松螺母	规格: M20；材质: 不锈钢；类型: 防松螺帽	紧固件/螺母	只	M20不锈钢防松螺帽	不锈钢牌号/牙距缺失
REVIEW-MAT-01815	不锈钢户外箱	材质: 不锈钢；环境: 户外；尺寸: 500*600*200	电气/配电箱壳体	个	不锈钢户外箱500*600*200	防护等级/板厚缺失
REVIEW-MAT-01816	漏电保护器	品牌: 德力西；极数: 4P；额定电流: 63A	电气/低压电器	只	德力西漏保4P/63A	分断能力/漏电动作电流缺失
REVIEW-MAT-01817	漏电保护器	品牌: 德力西；极数: 2P；额定电流: 16A	电气/低压电器	只	德力西漏保2P/16A	分断能力/漏电动作电流缺失
REVIEW-MAT-01818	时控开关	品牌: 德力西；类型: 时控开关	电气/低压电器	只	德力西时控开关	电压/型号缺失
REVIEW-MAT-01819	交流接触器	品牌: 施耐德；系列: CJX2；线圈电压: 220V	电气/低压电器	只	施耐德cjx2-220V接触器	额定电流/型号完整值缺失
REVIEW-MAT-01820	接线端子	型号: UK5N	电气/接线端子	只	接线端子UK5N	状态：可建档 | 可合并；额定电流/线径范围缺失 | 与2902同类，额定电流/线径缺失
REVIEW-MAT-01821	喷火枪	类型: 喷火枪	工具/燃气工具	把	喷火枪	气源/接口/品牌缺失
