group_id	item_name	sku_count	old_groups	stock_uoms	quality_levels	agent_use_policies	sample_skus_specs_aliases
IMG-0250	加厚卡箍	2	定制件/管路接头	个	needs_review:2	clarify_specs_before_use:2	PIPE-000268 | 定制：是；规格：89；特征：加厚 | 加工89加厚卡箍 || PIPE-000269 | 定制：是；规格：219；特征：加厚 | 加工219加厚卡箍
IMG-0251	加厚周转箱	2	容器/周转箱	个	needs_review:2	clarify_specs_before_use:2	MAT-000218 | 特征：加厚；尺寸：570*420*155 | 加厚周转箱570*420*155 || MAT-000221 | 特征：加厚；尺寸：600*400*150 | 加厚周转箱600*400*150
IMG-0252	加厚垫片	2	紧固件/垫圈	只	needs_review:2	clarify_specs_before_use:2	FAST-000070 | 规格：M18*50*60mm；特征：加厚 | 加厚垫片M18*50*60mm || FAST-000077 | 材质：304不锈钢；规格：M6；特征：加厚 | 304加厚垫片M6
IMG-0253	加厚油布	2	覆盖材料/油布	㎡	needs_review:2	clarify_specs_before_use:2	MAT-000166 | 尺寸：12米*12米；特征：加厚 | 加厚油布12米*12米 || MAT-000167 | 尺寸：10米*8米；特征：加厚 | 加厚油布10米*8米
IMG-0254	加厚货架	1	仓储设备/货架	套	needs_review:1	clarify_specs_before_use:1	MAT-000204 | 特征：加厚；尺寸：2m*2m*0.6m | 加厚货架2m*2m*0.6m
IMG-0255	加厚铁合页	2	五金备件/门窗五金	付	standard:2	auto_select_allowed:2	SPARE-000012 | 材质：铁；规格：4寸；特征：加厚 | 4寸加厚铁合页 || SPARE-000013 | 材质：铁；规格：5寸；特征：加厚 | 5寸加厚铁合页
IMG-0256	加厚铜接头	3	液压/高压管路	个	needs_review:3	clarify_specs_before_use:3	PIPE-000183 | 规格：80；材质：铜；特征：加厚 | 80加厚铜头 || PIPE-000189 | 规格：50；材质：铜；特征：加厚 | 50加厚铜头 || PIPE-000302 | 规格：100；材质：铜；特征：加厚 | 100加厚铜头
IMG-0257	加厚铝合金扣	1	液压/高压管路	个	needs_review:1	clarify_specs_before_use:1	PIPE-000301 | 规格：100；材质：铝合金；特征：加厚 | 100加厚铝合金扣
IMG-0258	加厚风筒	2	定制件/通风风筒	条	needs_review:2	clarify_specs_before_use:2	MAT-000147 | 加工：是；直径：600；长度：20米；特征：加厚 | 加工加厚风筒600*20米 || MAT-000148 | 加工：是；直径：600；长度：10米；特征：加厚 | 加工加厚风筒600*10米
IMG-0259	加气块	1	建材/砌块	块	needs_review:1	clarify_specs_before_use:1	MAT-000235 | 尺寸：200*300*600 | 加气块200*300*600
IMG-0260	加气混凝土砌块	1	建材/砌块	块	needs_review:1	clarify_specs_before_use:1	MAT-000246 | 尺寸：200*300*600 | 加气块200*300*600
IMG-0261	加长六角套筒	7	工具/套筒	个	usable:7	confirm_before_use:7	TOOL-000174 | 规格：5；特征：加长；类型：六角 | 5加长六角套筒 || TOOL-000175 | 规格：6；特征：加长；类型：六角 | 6加长六角套筒 || TOOL-000176 | 规格：7；特征：加长；类型：六角 | 7加长六角套筒 || TOOL-000177 | 规格：8；特征：加长；类型：六角 | 8加长六角套筒 || TOOL-000178 | 规格：10；特征：加长；类型：六角 | 10加长六角套筒 || TOOL-000179 | 规格：12；特征：加长；类型：六角 | 12加长六角套筒 || TOOL-000180 | 规格：14；特征：加长；类型：六角 | 14加长六角套筒
IMG-0262	加长六角螺丝	1	定制件/紧固件	个	needs_review:1	clarify_specs_before_use:1	FAST-000058 | 定制：是；规格：M27*100；头型：六角；特征：加长 | 加工M27*100加长六角螺丝
IMG-0263	加长套筒	1	工具器具/手动工具	个	usable:1	confirm_before_use:1	TOOL-000072 | 规格：18*200；特征：加长 | 18*200加长套筒
IMG-0264	加长弯头	3	定制件/管路接头	个	needs_review:3	clarify_specs_before_use:3	PIPE-000224 | 定制：是；规格：168；特征：加长 | 定做加长168弯头 || PIPE-000225 | 定制：是；规格：219；特征：加长 | 定做加长219弯头 || PIPE-000226 | 定制：是；规格：60.5；特征：加长 | 定做60.5加长弯头
IMG-0265	劳动车	1	物流搬运/手推车	辆	needs_review:1	clarify_specs_before_use:1	MAT-000175 | 特征：加厚；类型：劳动车 | 加厚劳动车
IMG-0266	劳动车轮胎套件	1	搬运工具/手推车配件	套	needs_review:1	clarify_specs_before_use:1	TOOL-000340 | 适配对象：劳动车；套件组成：车轮+实心车胎 | 劳动车轮+实心车胎
IMG-0267	医用绷带	1	劳保耗材/急救用品	卷	needs_review:1	clarify_specs_before_use:1	SAFE-000011 | 类型：绷带 | 绷带
IMG-0268	医用胶带	1	劳保耗材/急救用品	卷	needs_review:1	clarify_specs_before_use:1	SAFE-000014 | 类型：医用胶带 | 医用胶带
IMG-0269	十字扣件	1	建筑施工耗材/脚手架扣件	只	needs_review:1	clarify_specs_before_use:1	CONST-000036 | 类型：十字扣件 | 十字扣件
IMG-0270	十字批头套装	1	工具/手动工具	套	needs_review:1	clarify_specs_before_use:1	TOOL-000266 | 品牌：世达；类型：十字批头；配置：套装 | 世达十字批头套装
IMG-0271	十字测钉	1	工程材料/测量标识	个	needs_review:1	clarify_specs_before_use:1	MAT-000055 | 类型：十字测钉；表面：镀锌 | 镀锌十字测钉
IMG-0272	十字螺丝	1	紧固件/螺丝	套	needs_review:1	clarify_specs_before_use:1	FAST-000115 | 头型：十字；规格：Φ5*60 | 十字螺丝Φ5*60
IMG-0273	十字螺丝刀	3	工具/手动工具	个；把	usable:1；needs_review:2	confirm_before_use:1；clarify_specs_before_use:2	TOOL-000169 | 规格：6*250；类型：十字 | 6*250十字螺丝刀 || TOOL-000239 | 品牌：世达；类型：十字 | 世达螺丝刀十字 || TOOL-000280 | 类型：十字 | 十字螺丝刀
IMG-0274	单向阀	1	工程材料/阀门	个	needs_review:1	clarify_specs_before_use:1	PIPE-000105 | 品牌：埃美柯；规格：80；类型：单向阀 | 埃美柯80单向阀
IMG-0275	单头外丝无缝管加工件	1	定制件/钢管加工件	个	needs_review:1	clarify_specs_before_use:1	PIPE-000210 | 加工：是；形态：无缝管；连接：单头外丝 | 加工单头外丝无缝管
IMG-0276	卡槽导轨	1	管道紧固/导轨	条	needs_review:1	clarify_specs_before_use:1	PIPE-000133 | 适配管径：40；用途：注浆管 | 40注浆管卡槽导轨
IMG-0277	卡槽弯头	2	定制件/管路接头	个	needs_review:2	clarify_specs_before_use:2	PIPE-000127 | 定制：是；规格：168；特征：加长、带卡槽 | 定做加长168弯头带卡槽 || PIPE-000128 | 定制：是；规格：219；特征：加长、带卡槽 | 定做加长219弯头带卡槽
IMG-0278	卡槽钢圈接头	1	定制件/管路接头	个	needs_review:1	clarify_specs_before_use:1	PIPE-000064 | 定制：是；规格：325；类型：卡槽钢圈接头 | 定做325卡槽钢圈接头
IMG-0279	卡环	1	吊装索具/连接件	个	needs_review:1	clarify_specs_before_use:1	MAT-000070 | 规格：10厘 | 10厘卡环
IMG-0280	卡箍	1	管夹/卡箍	只	needs_review:1	clarify_specs_before_use:1	PIPE-000454 | 规格：50；类型：卡箍 | 卡箍50
IMG-0281	卡箍丝牙接头	1	定制件/管路接头	个	needs_review:1	clarify_specs_before_use:1	PIPE-000047 | 加工：是；规格：60；连接：一头卡箍一头丝牙；特征：加厚 | 加工加厚60一头卡箍一头丝牙
IMG-0282	卡箍接头	3	定制件/管路接头	个；件	needs_review:3	clarify_specs_before_use:3	PIPE-000250 | 加工：是；规格：168；类型：卡箍接头 | 加工168卡箍接头 || PIPE-000251 | 加工：是；规格：89；类型：卡箍接头 | 加工89卡箍接头 || PIPE-000262 | 定制：是；规格：168；类型：卡箍接头 | 加工168卡箍接头
IMG-0283	卡簧	1	五金备件/紧固件	个	needs_review:1	clarify_specs_before_use:1	SPARE-000081 | 规格：40；类型：卡簧 | 40卡簧
IMG-0284	卷尺	9	工具/测量工具；工具器具/测量工具；量具/卷尺	个；把	standard:3；usable:6	auto_select_allowed:3；confirm_before_use:6	TOOL-000020 | 品牌：得力；长度：3米 | 得力3米卷尺 || TOOL-000021 | 品牌：得力；长度：5米 | 得力5米卷尺 || TOOL-000022 | 品牌：得力；长度：10米 | 得力10米卷尺 || TOOL-000142 | 品牌：得力；长度：5米 | 5米得力卷尺 || TOOL-000143 | 品牌：得力；长度：10米 | 10米得力卷尺 || TOOL-000259 | 品牌：得力；长度：10m | 得力卷尺10m || TOOL-000260 | 品牌：得力；长度：5m | 得力卷尺5m || TOOL-000349 | 长度：3m | 卷尺3m
IMG-0285	卷扬机	1	吊装索具/起重设备	台	needs_review:1	clarify_specs_before_use:1	MAT-000046 | 载荷：1吨 | 1吨卷扬机
