group_id	item_name	sku_count	old_groups	stock_uoms	quality_levels	agent_use_policies	sample_skus_specs_aliases
IMG-0747	焊接卡扣	1	定制件/管路接头	个	needs_review:1	clarify_specs_before_use:1	PIPE-000170 | 规格：168；连接：焊接；加工：是 | 加工168焊接卡扣
IMG-0748	焊接卡箍	1	定制件/管路接头	个	needs_review:1	clarify_specs_before_use:1	PIPE-000254 | 加工：是；规格：219；连接：焊接 | 加工219焊接卡箍
IMG-0749	焊接变径接头	3	管件/焊接管件	只	needs_review:3	clarify_specs_before_use:3	PIPE-000436 | 连接：焊接；规格：150/2寸；类型：变径接头 | 焊接变径接头150/2寸 || PIPE-000437 | 连接：焊接；规格：150/3寸；类型：变径接头 | 焊接变径接头150/3寸 || PIPE-000480 | 连接方式：焊接；规格：325/159；类型：变径接头 | 焊接变径接头325/159
IMG-0750	焊接异径接头	4	工程材料/管件；管件/焊接管件	个	needs_review:4	clarify_specs_before_use:4	PIPE-000101 | 规格：159*89；连接：焊接；类型：大小头 | 焊接159*89大小头 || PIPE-000165 | 规格：273*168；类型：大小头；连接：焊接 | 273*168焊接大小头 || PIPE-000240 | 规格：168*89；类型：大小头；连接：焊接 | 168*89焊接大小头 || PIPE-000241 | 规格：168*60；类型：大小头；连接：焊接 | 168*60焊接大小头
IMG-0751	焊接弯头	12	工程材料/管件；管件/弯头；管件/焊接管件	个；只	needs_review:12	clarify_specs_before_use:12	PIPE-000062 | 规格：325*8；特征：加厚；连接：焊接 | 加厚325*8焊接弯头 || PIPE-000065 | 规格：159*8；特征：加厚；连接：焊接 | 159*8加厚弯头焊接 || PIPE-000107 | 规格：89；连接：焊接 | 89焊接弯头 || PIPE-000108 | 规格：168；连接：焊接 | 168焊接弯头 || PIPE-000124 | 规格：325；特征：加厚；连接：焊接 | 325加厚焊接弯头 || PIPE-000148 | 规格：325；连接：焊接 | 325焊接弯头 || PIPE-000149 | 规格：325；角度：45度；连接：焊接 | 325*45焊接弯头 || PIPE-000150 | 规格：89；连接：焊接 | 89焊接弯头
IMG-0752	焊接接头	1	定制件/管路接头	个	needs_review:1	clarify_specs_before_use:1	PIPE-000168 | 加工：是；规格：168；连接：焊接 | 加工168焊接接头
IMG-0753	焊接面罩	1	劳保耗材/眼面防护	个	needs_review:1	clarify_specs_before_use:1	SAFE-000082 | 用途：焊接 | 焊接面罩
IMG-0754	焊机地线夹	1	焊接工具/焊机配件	把	needs_review:1	clarify_specs_before_use:1	WELD-000063 | 适配设备：焊机；类型：地线夹 | 焊机地线夹
IMG-0755	焊机快速接头	1	焊割耗材/焊机配件	个	needs_review:1	clarify_specs_before_use:1	WELD-000032 | 用途：焊机；类型：快速接头 | 焊机快连接头
IMG-0756	焊条	9	焊割耗材/焊材；焊接材料/焊条；焊接耗材/焊材；焊接耗材/焊条	件；箱	usable:1；needs_review:8	confirm_before_use:1；clarify_specs_before_use:8	WELD-000004 | 型号：507；直径：3.2 | 507*3.2焊条 || WELD-000011 | 直径：3.2 | 3.2焊条；3.2电焊条 || WELD-000012 | 直径：5.0 | 5.0电焊条 || WELD-000013 | 直径：4.0 | 4.0电焊条 || WELD-000037 | 直径：2.5mm；包装重量：20kg | 2.5焊条20公斤 || WELD-000038 | 直径：3.2mm；包装重量：20kg | 3.2焊条20公斤 || WELD-000044 | 直径：3.2mm | 3.2焊条 || WELD-000051 | 品牌：大西洋；牌号：422；直径：2.5 | 大西洋422型2.5焊条
