标准名称	必填规格	辅助规格	标准分组	标准单位	别名/土名	放行等级	整理依据
黄油嘴	螺纹：M6		润滑系统/黄油嘴	只	黄油嘴M6	C	角度/螺距缺失，会影响黄油嘴SKU区分
黄油嘴	螺纹：M8		润滑系统/黄油嘴	只	黄油嘴M8	C	角度/螺距缺失，会影响黄油嘴SKU区分
黄油嘴	角度：45度；螺纹：M8		润滑系统/黄油嘴	只	黄油嘴45度M8	C	螺距/材质缺失，会影响黄油嘴SKU区分
黄油嘴	角度：45度；螺纹：M12		润滑系统/黄油嘴	只	黄油嘴45度M12	C	螺距/材质缺失，会影响黄油嘴SKU区分
高压钢丝软管	直径：Φ25；结构：钢丝增强		液压气动/高压软管	米	高压钢丝管Φ25	C	压力等级/接口形式缺失，无法稳定区分高压软管SKU
梅花开口两用扳手	品牌：世达；规格：41#		手动工具/扳手	把	世达梅开两用扳手41#	A	
不锈钢球阀	材质：304；公称通径：DN20		阀门/球阀	只	304不锈钢球阀DN20	C	连接方式/压力等级缺失，会影响球阀SKU区分
不锈钢球阀	材质：304；公称通径：DN15		阀门/球阀	只	304不锈钢球阀DN15	C	连接方式/压力等级缺失，会影响球阀SKU区分
黄油嘴	螺纹：M10		润滑系统/黄油嘴	只	黄油嘴M10	C	角度/螺距缺失，会影响黄油嘴SKU区分
黄油嘴	螺纹：M12		润滑系统/黄油嘴	只	黄油嘴M12	C	角度/螺距缺失，会影响黄油嘴SKU区分
黄油嘴	角度：45度；螺纹：M6		润滑系统/黄油嘴	只	黄油嘴45度M6	C	螺距/材质缺失，会影响黄油嘴SKU区分
黄油嘴	角度：45度；螺纹：M10		润滑系统/黄油嘴	只	黄油嘴45度M10	C	螺距/材质缺失，会影响黄油嘴SKU区分
不锈钢球阀	材质：304；公称通径：DN10		阀门/球阀	只	304不锈钢球阀DN10	C	连接方式/压力等级缺失，会影响球阀SKU区分
不锈钢球阀	材质：304；公称通径：DN8		阀门/球阀	只	304不锈钢球阀DN8	C	连接方式/压力等级缺失，会影响球阀SKU区分
电动油脂泵	电压：380V；容量：8L；出口数：4出口		润滑系统/油脂泵	台	电动油脂泵380V-8L-4出口	C	品牌/压力/流量缺失，会影响油脂泵SKU区分
铝合金梯	材质：铝合金；特征：加厚；高度：4m		安全防护/登高工具	部	加厚铝合金梯子4m	C	承重/结构形式/安全认证缺失，会影响登高工具SKU区分
LED探照灯	结构：手提式；光源：LED		工具/照明工具	个	手提式探照灯LED	C	功率/亮度/续航缺失，无法稳定区分探照灯SKU
聚氨酯泡沫填缝剂	材质：聚氨酯泡沫；用途：填缝		化工辅料/密封填缝材料	瓶	聚氨酯泡沫填缝剂	C	品牌/容量缺失，无法区分填缝剂SKU
竹扫把	材质：竹；规格：大		清洁用品/扫把	把	大竹扫把	B	长度/宽度缺失，按“大”规格先建候选
塑料扫把	材质：塑料		清洁用品/扫把	把	塑料扫把	C	规格/款式缺失，无法稳定区分扫把SKU
帆布手套	材质：帆布		劳保用品/手套	付	帆布手套	C	规格/克重缺失，会影响手套SKU区分
不锈钢电动法兰蝶阀	材质：304；结构：重体；驱动：电动；连接：法兰；公称通径：DN80		阀门/蝶阀	只	304不锈钢重体电动法兰蝶阀DN80	C	电压/压力等级/密封材质缺失，会影响蝶阀SKU区分
二坑二槽钻头	品牌：博世；柄型：二坑二槽；规格：Φ10*160		工具耗材/钻头	支	博世二坑二槽钻头Φ10*160	B	材质/适用对象未明，按品牌/柄型/规格先建候选
二坑二槽钻头	品牌：博世；柄型：二坑二槽；规格：Φ14*160		工具耗材/钻头	支	博世二坑二槽钻头Φ14*160	B	材质/适用对象未明，按品牌/柄型/规格先建候选
二坑二槽钻头	品牌：博世；柄型：二坑二槽；规格：Φ16*200		工具耗材/钻头	支	博世二坑二槽钻头Φ16*200	B	材质/适用对象未明，按品牌/柄型/规格先建候选
黄油枪	结构：双柱		润滑工具/黄油枪	把	双柱黄油枪	C	容量/压力/接口缺失，无法稳定区分黄油枪SKU
抗盐膨润土	特性：抗盐		化工材料/膨润土	吨	抗盐膨润土	C	型号/指标/用途缺失，会影响膨润土SKU区分
尼龙扎带	材质：尼龙；规格：10*500		辅料耗材/扎带	包	扎带10*500	C	颜色/每包数量缺失，会影响扎带按包采购的SKU区分
尼龙扎带	材质：尼龙；规格：10*400		辅料耗材/扎带	包	扎带10*400	C	颜色/每包数量缺失，会影响扎带按包采购的SKU区分
消防枪头管接头套件	材质：铝合金；规格：80型；包含：消防枪头+管接头		安全消防/消防接头	套	80型铝合金消防枪头+管接头	C	接口标准/压力等级缺失，会影响消防接头套件SKU区分
消防枪头管接头套件	材质：铝合金；规格：65型；包含：消防枪头+管接头		安全消防/消防接头	套	65型铝合金消防枪头+管接头	C	接口标准/压力等级缺失，会影响消防接头套件SKU区分
梅花开口两用扳手	规格：13		手动工具/扳手	把	梅花开口扳手13	B	品牌/材质未指定，按通用两用扳手先建候选
梅花开口两用扳手	规格：14		手动工具/扳手	把	梅花开口扳手14	B	品牌/材质未指定，按通用两用扳手先建候选
消防枪头	规格：50		安全消防/消防接头	只	消防枪头50	C	材质/接口标准/压力等级缺失，无法稳定区分消防枪头SKU
消防管快速接头	规格：65；类型：快接		安全消防/消防接头	只	消防管快接65	C	材质/接口标准/压力等级缺失，会影响消防快速接头SKU区分
