标准名称	必填规格	辅助规格	标准分组	标准单位	别名/土名	放行等级	整理依据
绝缘十字螺丝刀	头型：十字；规格：5*125；特性：绝缘		工具/电工工具	把	绝缘十字螺丝刀5*125	C	绝缘耐压等级/品牌缺失，会影响绝缘螺丝刀SKU区分
绝缘一字螺丝刀	头型：一字；规格：3*75；特性：绝缘		工具/电工工具	把	绝缘一字螺丝刀3*75	C	绝缘耐压等级/品牌缺失，会影响绝缘螺丝刀SKU区分
插座	型号：DKJ35-50；颜色：红色		电气/插头插座	只	DKJ35-50红色插座	C	额定电流/接口类型缺失，会影响插座SKU区分
开口铜鼻子	材质：铜；规格：300A；类型：开口铜鼻子		电气/接线端子	只	开口铜鼻子300A	C	适配线径/孔径缺失，会影响铜鼻子SKU区分
花兰螺丝	规格：M14*200；类型：花兰螺丝		紧固件/拉紧件	只	花兰螺丝M14*200	C	材质/表面处理缺失，会影响花兰螺丝SKU区分
膨胀钩	表面：镀锌；规格：M12*125；类型：膨胀钩		紧固件/膨胀件	只	镀锌膨胀钩M12*125	C	材质/承载能力缺失，会影响膨胀钩SKU区分
螺丝套件	强度等级：8.8；规格：M16*70；表面：镀锌；套件组成：平垫+弹垫		紧固件/螺丝套件	套	8.8级M16*70镀锌螺丝带平 弹垫	C	头型/材质/是否含螺母缺失，会影响螺丝套件SKU区分
浮球液位开关	类型：浮球开关；线长：10m		电气/液位控制	只	浮球阀开关带10m线	C	浮球阀开关按浮球液位开关归一；电压/触点容量/介质缺失
不锈钢C式自锁接头套装	材质：不锈钢；类型：C式自锁；型号组合：SM40+PM40		气动液压/快换接头	套	不锈钢C式自锁接头SM40+PM40	C	口径/密封材质缺失，会影响快换接头套装SKU区分
不锈钢快接公头	材质：不锈钢；类型：快接公头；型号：PP20		气动液压/快换接头	只	不锈钢快接公头PP20	C	口径/系列标准缺失，会影响快接公头SKU区分
不锈钢快接公头	材质：不锈钢；类型：快接公头；型号：PP30		气动液压/快换接头	只	不锈钢快接公头PP30	C	口径/系列标准缺失，会影响快接公头SKU区分
不锈钢快接公头	材质：不锈钢；类型：快接公头；型号：PP60		气动液压/快换接头	只	不锈钢快接公头PP60	C	口径/系列标准缺失，会影响快接公头SKU区分
不锈钢快拧外丝直接	材质：不锈钢；类型：快拧外丝直接；型号：PC16-04		气动液压/快拧接头	只	不锈钢快拧外丝直接PC16-04	C	螺纹制式/管径含义缺失，会影响快拧接头SKU区分
螺丝套件	强度等级：8.8；规格：M16*130；套件组成：平垫+弹垫		紧固件/螺丝套件	套	8.8级M16*130螺丝带平 弹垫	C	表面处理/材质/头型/是否含螺母缺失，会影响螺丝套件SKU区分
编织袋	规格：大号；类型：编织袋		包装材料/编织袋	条	大编织袋	C	尺寸/承重缺失，无法稳定区分编织袋SKU
麻袋	规格：大号；类型：麻袋		包装材料/麻袋	条	大麻袋	C	尺寸/材质缺失，无法稳定区分麻袋SKU
镀锌外丝直接	表面：镀锌；连接：外丝；规格：4分；类型：直接		管件/镀锌管件	只	镀锌外丝直接4分	C	材质/压力等级缺失，会影响镀锌外丝直接SKU区分
镀锌内丝弯头	表面：镀锌；连接：内丝；规格：4分；类型：弯头		管件/镀锌管件	只	镀锌内丝弯头4分	C	角度/压力等级缺失，会影响镀锌内丝弯头SKU区分
异形垫片	定制：是；尺寸：330*260*5	原始写法：异性	定制件/密封垫片	个	订做异性垫片330*260*5	C	原始“异性”按异形垫片归一；材质/图纸缺失
不锈钢高压球阀	材质：304不锈钢；规格：2寸；类型：高压球阀		阀门/球阀	只	304不锈钢高压球阀2寸	C	压力等级/连接形式缺失，会影响高压球阀SKU区分
镀锌外丝直接	表面：镀锌；连接：外丝；规格：2寸；长度：150mm；类型：直接		管件/镀锌管件	只	镀锌外丝直接2寸/150mm	C	材质/压力等级缺失，会影响镀锌外丝直接SKU区分
中性笔	类型：中性笔		办公用品/书写工具	支	中性笔	C	颜色/笔芯规格缺失，无法稳定区分中性笔SKU
对丝接头	螺纹/规格：36*2H；类型：对丝接头		液压/高压管路	只	36*2H对丝接头	C	H含义/材质/压力等级缺失，会影响对丝接头SKU区分
高压弯头	螺纹/规格：36*2；结构：双H；类型：弯头		液压/高压管路	只	36*2双H弯头	C	双H含义/材质/压力等级缺失，会影响高压弯头SKU区分
变径对丝接头	规格：1寸/36*2H；类型：变径对丝		液压/高压管路	只	1寸/36*2H变径对丝接头	C	材质/压力等级缺失，会影响变径对丝接头SKU区分
架子管	长度：6m；类型：架子管		建筑施工耗材/脚手架管	根	架子管6m	C	管径/壁厚/材质缺失，无法稳定区分架子管SKU
冲凿套装	品牌：上匠；件数：12件		工具/冲凿工具	套	上匠冲凿12件套	C	套装规格明细缺失，会影响冲凿套装SKU区分
不锈钢内外丝球阀	材质：304不锈钢；规格：4分；连接：内外丝		阀门/球阀	个	304不锈钢4分内外丝球阀	C	压力等级缺失，会影响球阀SKU区分
不锈钢内外丝球阀	材质：304不锈钢；规格：3分；连接：内外丝		阀门/球阀	个	304不锈钢3分内外丝球阀	C	压力等级缺失，会影响球阀SKU区分
不锈钢内丝球阀	材质：304不锈钢；规格：4分；连接：内丝		阀门/球阀	个	304不锈钢4分内丝球阀	C	压力等级缺失，会影响球阀SKU区分
不锈钢内丝球阀	材质：304不锈钢；规格：3分；连接：内丝		阀门/球阀	个	304不锈钢3分内丝球阀	C	压力等级缺失，会影响球阀SKU区分
