标准名称	必填规格	辅助规格	标准分组	标准单位	别名/土名	放行等级	整理依据
不锈钢外螺纹对接头	材质：不锈钢；连接：外螺纹；规格：4分		管件/不锈钢管件	只	不锈钢外螺纹对接头4分	C	材质牌号/压力等级缺失，会影响不锈钢管件SKU区分
不锈钢变径对丝	材质：不锈钢；连接：外螺纹；规格：6分变4分		管件/不锈钢管件	只	不锈钢外螺纹对丝变径6分变4分	C	材质牌号/压力等级缺失，会影响不锈钢管件SKU区分
不锈钢外螺纹对接头	材质：不锈钢；连接：外螺纹；规格：6分		管件/不锈钢管件	只	不锈钢外螺纹对接头6分	C	材质牌号/压力等级缺失，会影响不锈钢管件SKU区分
建筑模板	颜色：黑；尺寸：2.4m*1.22m；厚度：15mm		建筑材料/模板	张	黑模板2.4m*1.22m*15mm	C	材质/周转次数缺失，会影响建筑模板SKU区分
螺纹钢筋加工件	加工：是；直径：Φ20；长度：60cm		定制件/钢筋加工件	根	加工螺纹钢筋Φ20*60cm	C	定制加工件；材质/用途/图纸缺失
建筑模板	颜色：红；尺寸：2.4m*1.22m；厚度：15mm		建筑材料/模板	张	红模板2.4m*1.22m*15mm	C	原单位为块；同类模板建议统一为张，材质/周转次数缺失
活动扳手	品牌：世达；规格：12寸		工具/手动工具	把	世达活动扳手12寸	B	型号缺失，按品牌和尺寸先建候选
活动扳手	品牌：世达；规格：10寸		工具/手动工具	把	世达活动扳手10寸	B	型号缺失，按品牌和尺寸先建候选
不锈钢挂锁	材质：不锈钢；规格：40		五金/锁具	把	不锈钢挂锁40	B	锁梁规格/钥匙通开情况缺失，需后续确认
焊工眼镜	用途：电焊防护；颜色：白色/灰色		劳保耗材/眼面防护	付	电焊眼镜白色 灰色	C	颜色白色/灰色按原描述保留；遮光号/款式缺失
钢卷尺	品牌：得力；长度：3m		工具/测量工具	把	得力钢卷尺3m	B	尺带宽度/精度缺失，按品牌和长度先建候选
钢卷尺	品牌：得力；长度：5m		工具/测量工具	把	得力钢卷尺5m	B	尺带宽度/精度缺失，按品牌和长度先建候选
钢卷尺	品牌：得力；长度：7.5m		工具/测量工具	把	得力钢卷尺7.5m	B	尺带宽度/精度缺失，按品牌和长度先建候选
钢卷尺	品牌：得力；长度：10m		工具/测量工具	把	得力钢卷尺10m	B	尺带宽度/精度缺失，按品牌和长度先建候选
焊罩镜片	适配：焊罩；颜色：白/黑		劳保耗材/眼面防护	盒	焊罩镜片 白 黑	C	颜色白/黑按原描述保留；遮光号/每盒数量缺失
加厚周转箱	特征：加厚；尺寸：600*400*150		容器/周转箱	个	加厚周转箱600*400*150	C	材质/颜色缺失，会影响周转箱SKU区分
钻头	品牌：博世；柄型：二坑三槽；直径：Φ20；长度：280		工具/钻头	支	博世二坑三槽钻头Φ20*280	C	钻头材质/适配设备缺失，会影响钻头SKU区分
钻头	品牌：博世；柄型：二坑三槽；直径：Φ22；长度：280		工具/钻头	支	博世二坑三槽钻头Φ22*280	C	钻头材质/适配设备缺失，会影响钻头SKU区分
碳刷	规格：900#		电动工具/电机配件	副	碳刷900#	C	尺寸/适配电机缺失，无法稳定区分碳刷SKU
碳刷	规格：43#		电动工具/电机配件	副	碳刷43#	C	尺寸/适配电机缺失，无法稳定区分碳刷SKU
膨胀止水条	类型：膨胀止水条；规格：5mm*30mm		建材/防水材料	米	膨胀止水条5mm*30mm	C	材质/膨胀率缺失，会影响膨胀止水条SKU区分
尼龙扎带	材质：尼龙；规格：8*300		电气耗材/扎带	包	扎带8*300	C	每包数量缺失，会影响扎带按包采购的SKU区分
不锈钢烟灰桶	材质：304不锈钢；类型：烟灰桶		行政后勤/清洁用品	个	304不锈钢烟灰桶	C	容量/尺寸缺失，会影响烟灰桶SKU区分
插线板	品牌：公牛；结构：双排；线长：3m		电气/插排	只	公牛双排插板3m	C	插位数/额定电流缺失，会影响插线板SKU区分
火钳	类型：火钳		工具/夹持工具	把	火钳	C	长度/材质缺失，无法稳定区分火钳SKU
铜接线端子	材质：铜；适配线径：185平方		电气/接线端子	只	铜接头185平方	C	孔径/端子类型缺失，会影响铜接线端子SKU区分
高压防水自粘带	品牌：3M；特性：高压防水；类型：自粘带		电气耗材/绝缘胶带	卷	3M高压防水自粘带	C	宽度/长度/型号缺失，会影响自粘带SKU区分
接地桩	用途：接地；规格：M16*1m		电气/接地材料	根	接地桩M16*1m	C	材质/镀层缺失，会影响接地桩SKU区分
镀锌螺丝套件	表面：镀锌；规格：M12*30		紧固件/螺丝套件	套	镀锌螺丝M12*30	C	套件内容/强度等级缺失，会影响螺丝套件SKU区分
接地线	品牌：起帆；用途：接地；截面积：16平方；颜色：双色		电气/电线电缆	米	起帆双色接地线16平方	C	电线型号/具体颜色缺失，会影响接地线SKU区分
绝缘电阻表	品牌：人民；测试电压：500V；量程：500兆欧		仪表/电气仪表	只	人民摇表500V-500兆欧	C	精度/型号缺失，会影响绝缘电阻表SKU区分
洗洁精	包装：2KG		清洁耗材/清洁剂	桶	洗洁精2KG	C	品牌/用途缺失，会影响洗洁精SKU区分
气动油	品牌：卡仕顿；等级：特级；容量：250mL		油品/润滑油	瓶	卡仕顿特级气动油250mL	C	粘度等级/型号缺失，会影响气动油SKU区分
时控开关	品牌：施耐德；电压：220V；额定电流：10A		电气/低压电器	只	施耐德时控开关220V/10A	C	型号/程序功能缺失，会影响时控开关SKU区分
绝缘橡胶板	特性：绝缘；厚度：3mm		绝缘材料/橡胶板	KG	绝缘橡胶板3mm	C	耐压等级/幅宽长度缺失；按KG采购需确认
插座	型号：DKJ35-50；颜色：黑色		电气/插头插座	只	DKJ35-50黑色插座	B	额定电流/接口类型未明，按型号和颜色先建候选
工字钢	规格：16#		钢材/型钢	米	工字钢16#	C	材质/执行标准缺失，会影响工字钢SKU区分
交流接触器	品牌：人民；系列/型号：CJX2-1810		电气/低压电器	只	人民交流接触器CJX2-1810	C	线圈电压缺失，会影响交流接触器SKU区分
冷压线鼻端子	类型：OT；规格：2.5-4		电气/接线端子	包	冷压线鼻端子OT2.5-4	C	材质/每包数量缺失，会影响冷压端子按包采购的SKU区分
冷压线鼻端子	类型：OT；规格：4-6		电气/接线端子	包	冷压线鼻端子OT4-6	C	材质/每包数量缺失，会影响冷压端子按包采购的SKU区分
冷压线鼻端子	类型：OT；规格：6-8		电气/接线端子	包	冷压线鼻端子OT6-8	C	材质/每包数量缺失，会影响冷压端子按包采购的SKU区分
剥线钳	类型：多功能剥线钳		工具/电工工具	把	多功能剥线钳	C	剥线范围/品牌缺失，会影响剥线钳SKU区分
感应电笔	类型：感应电笔		工具/电工工具	支	感应电笔	C	测量范围/品牌缺失，会影响感应电笔SKU区分
钳形电流表	精度描述：高精度；量程：1000A		仪表/电气仪表	个	高精度钳流表1000A	C	品牌/精度等级/交直流类型缺失，会影响钳形电流表SKU区分
电工包	材质：帆布；用途：电工		工具/工具包	个	帆布电工包	C	尺寸/格数缺失，会影响电工包SKU区分
三叉套筒扳手	类型：三叉套筒；规格：14-17-19		工具/手动工具	把	三叉套筒扳手14-17-19	B	材质/品牌缺失，按三叉规格先建候选
三叉套筒扳手	类型：三叉套筒；规格：13-16-18		工具/手动工具	把	三叉套筒扳手13-16-18	B	材质/品牌缺失，按三叉规格先建候选
三叉套筒扳手	类型：三叉套筒；规格：10-12-14		工具/手动工具	把	三叉套筒扳手10-12-14	B	材质/品牌缺失，按三叉规格先建候选
T型套筒扳手套装	类型：T型套筒；规格范围：8-19；件数：6件		工具/手动工具	套	T型套筒扳手8-19/6件套装	B	材质/品牌缺失，按规格范围和件数先建候选
绝缘十字螺丝刀	头型：十字；规格：4*100；特性：绝缘		工具/电工工具	把	绝缘十字螺丝刀4*100	C	绝缘耐压等级/品牌缺失，会影响绝缘螺丝刀SKU区分
