标准名称	必填规格	辅助规格	标准分组	标准单位	别名/土名	放行等级	整理依据
防护服	特征：加厚；款式：连体		劳保耗材/防护服	套	加厚连体裤	C	材质/尺码/防护等级缺失，无法稳定区分防护服SKU
高压堵头	螺纹：M36*2；连接：内丝		液压/高压管路	个	M36*2高压内丝堵头	C	压力等级/材质缺失，可能影响高压堵头SKU区分
高压堵头	螺纹：M36*2；连接：外丝		液压/高压管路	个	M36*2高压外丝堵头	C	压力等级/材质缺失，可能影响高压堵头SKU区分
压力表	量程/压力：60公斤		仪表/压力仪表	个	60公斤压力表	C	量程标准单位、接口、表径、精度缺失，无法稳定区分压力表SKU
螺纹接头	螺纹：M20*1.5		液压/高压管路	个	M20*1.5接头	C	连接形式/材质/压力等级缺失，可能影响螺纹接头SKU区分
三通	规格：25；材质：不锈钢		管件/不锈钢管件	个	25三通不锈钢	C	不锈钢牌号及连接方式缺失，可能影响三通SKU区分
胶管总成	螺纹/规格：36*2；层数：2层；长度：12米		液压/高压管路	根	胶管36*2-2层-12米	C	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
胶管总成	螺纹/规格：36*2；层数：2层；长度：17.7米		液压/高压管路	根	胶管36*2-2层-17.7米	C	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
胶管总成	螺纹/规格：36*2；层数：2层；长度：5.2米		液压/高压管路	根	胶管36*2-2层-5.2米	C	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
胶管总成	螺纹/规格：36*2；层数：2层；长度：7.9米		液压/高压管路	根	胶管36*2-2层-7.9米	C	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
胶管总成	螺纹/规格：36*2；层数：2层；长度：15.9米		液压/高压管路	根	胶管36*2-2层-15.9米	C	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
胶管总成	螺纹/规格：36*2；层数：2层；长度：2.3米		液压/高压管路	根	胶管36*2-2层-2.3米	C	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
胶管总成	螺纹/规格：36*2；层数：2层；长度：3.4米		液压/高压管路	根	胶管36*2-2层-3.4米	C	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
胶管总成	螺纹/规格：36*2；层数：2层；长度：3.9米		液压/高压管路	根	胶管36*2-2层-3.9米	C	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
胶管总成	螺纹/规格：36*2；层数：2层；长度：1.1米		液压/高压管路	根	胶管36*2-2层-1.1米	C	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
胶管总成	螺纹/规格：36*2；层数：2层；长度：7.5米		液压/高压管路	根	胶管36*2-2层-7.5米	C	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
胶管总成	螺纹/规格：36*2；层数：2层；长度：1米		液压/高压管路	根	胶管36*2-2层-1米	C	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
胶管总成	螺纹/规格：36*2；层数：2层；长度：1.3米		液压/高压管路	根	胶管36*2-2层-1.3米	C	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
胶管总成	螺纹/规格：36*2；层数：2层；长度：5.9米		液压/高压管路	根	胶管36*2-2层-5.9米	C	压力等级/接头形式/材质缺失，无法稳定区分胶管总成SKU
