batch_id	top_group	material_family	item_code	item_name	required_specs	optional_specs	stock_uom	aliases	quality_level	governance_note
batch_004	化工胶粘涂料	胶粘密封	CHEM-000001	聚氨酯堵漏剂	包装规格：20kg		桶	聚氨酯堵漏剂20KG	standard	导入口径：import_ready；重分类：化工耗材/堵漏剂 -> 化工胶粘涂料/密封材料；分类置信度：high；聚氨酯堵漏剂用于防水堵漏密封，化工耗材旧口径不保留。；二级物料族人工预览：合并 -> 化工胶粘涂料/胶粘密封；置信度：高；判断：旧族“聚氨酯堵漏剂”用于粘接、锁固、填缝、堵漏或密封，功能与二级族“胶粘密封”一致，容量、组分和适用材料应作为规格。；下一步：合并到“胶粘密封”，第三层保留“聚氨酯堵漏剂”，后续补齐类型、容量、颜色、固化方式、组分和适用材料。
batch_004	化工胶粘涂料	胶粘密封	CHEM-000003	502胶水	类型：502		支	502胶水	needs_review	缺失规格：容量；整理依据：容量缺失，无法区分胶水 SKU；导入口径：do_not_import_missing_specs；重分类：化工耗材/胶粘剂 -> 化工胶粘涂料/胶粘剂；分类置信度：high；502胶水本质为胶粘剂；旧类目“化工耗材”按标准归并。；二级物料族人工预览：合并 -> 化工胶粘涂料/胶粘密封；置信度：高；判断：旧族“胶水”用于粘接、锁固、填缝、堵漏或密封，功能与二级族“胶粘密封”一致，容量、组分和适用材料应作为规格。；下一步：合并到“胶粘密封”，第三层保留“胶水”，后续补齐类型、容量、颜色、固化方式、组分和适用材料。
batch_004	化工胶粘涂料	胶粘密封	CHEM-000005	发泡胶	品牌：雨虹；特性：高倍		支	雨虹高倍发泡胶	needs_review	缺失规格：容量；整理依据：容量缺失，可能影响发泡胶SKU区分；导入口径：do_not_import_missing_specs；重分类：化工耗材/填缝剂 -> 化工胶粘涂料/密封材料；分类置信度：high；发泡胶用于填缝密封，品牌规格不拆分。；二级物料族人工预览：合并 -> 化工胶粘涂料/胶粘密封；置信度：高；判断：旧族“发泡胶”用于粘接、锁固、填缝、堵漏或密封，功能与二级族“胶粘密封”一致，容量、组分和适用材料应作为规格。；下一步：合并到“胶粘密封”，第三层保留“发泡胶”，后续补齐类型、容量、颜色、固化方式、组分和适用材料。
batch_004	化工胶粘涂料	胶粘密封	CHEM-000022	AB胶	品牌/型号：卡夹特；类型：AB胶		套	卡夹特AB胶	needs_review	缺失规格：容量；整理依据：包装容量/配比缺失，可能影响AB胶SKU区分；导入口径：do_not_import_missing_specs；重分类：化工耗材/胶粘剂 -> 化工胶粘涂料/胶粘剂；分类置信度：high；AB胶属于结构胶粘剂；旧“化工耗材”不作为标准分类。；二级物料族人工预览：合并 -> 化工胶粘涂料/胶粘密封；置信度：高；判断：旧族“AB胶”用于粘接、锁固、填缝、堵漏或密封，功能与二级族“胶粘密封”一致，容量、组分和适用材料应作为规格。；下一步：合并到“胶粘密封”，第三层保留“AB胶”，后续补齐类型、容量、颜色、固化方式、组分和适用材料。
batch_004	化工胶粘涂料	胶粘密封	CHEM-000025	玻璃胶	颜色：白色		支	白色玻璃胶	needs_review	缺失规格：品牌；容量；整理依据：容量/品牌/酸性或中性缺失，影响玻璃胶SKU区分；导入口径：do_not_import_missing_specs；重分类：化工耗材/胶粘剂 -> 化工胶粘涂料/密封材料；分类置信度：high；玻璃胶主要用于接缝密封，化工耗材旧口径并入标准类目。；二级物料族人工预览：合并 -> 化工胶粘涂料/胶粘密封；置信度：高；判断：旧族“玻璃胶”用于粘接、锁固、填缝、堵漏或密封，功能与二级族“胶粘密封”一致，容量、组分和适用材料应作为规格。；下一步：合并到“胶粘密封”，第三层保留“玻璃胶”，后续补齐类型、容量、颜色、固化方式、组分和适用材料。
batch_004	化工胶粘涂料	胶粘密封	CHEM-000026	588密封胶	型号：588		支	588胶	usable	缺失规格：品牌；容量；颜色；整理依据：品牌/颜色/容量缺失，按588密封胶型号候选；导入口径：confirm_then_import；重分类：化工耗材/胶粘剂 -> 化工胶粘涂料/密封材料；分类置信度：high；588胶用于密封粘接，应归密封材料；旧胶粘剂口径偏粗。；二级物料族人工预览：合并 -> 化工胶粘涂料/胶粘密封；置信度：高；判断：旧族“密封胶”用于粘接、锁固、填缝、堵漏或密封，功能与二级族“胶粘密封”一致，容量、组分和适用材料应作为规格。；下一步：合并到“胶粘密封”，第三层保留“密封胶”，后续补齐类型、容量、颜色、固化方式、组分和适用材料。
batch_004	化工胶粘涂料	胶粘密封	CHEM-000027	双面胶	类型：双面胶		卷	双面胶	needs_review	缺失规格：长度；宽度；整理依据：宽度/长度/基材缺失，无法区分双面胶SKU；导入口径：do_not_import_missing_specs；重分类：化工耗材/胶粘带 -> 化工胶粘涂料/胶粘剂；分类置信度：high；双面胶属胶粘材料。；二级物料族人工预览：合并 -> 化工胶粘涂料/胶粘密封；置信度：高；判断：旧族“双面胶”用于粘接、锁固、填缝、堵漏或密封，功能与二级族“胶粘密封”一致，容量、组分和适用材料应作为规格。；下一步：合并到“胶粘密封”，第三层保留“双面胶”，后续补齐类型、容量、颜色、固化方式、组分和适用材料。
batch_004	化工胶粘涂料	胶粘密封	CHEM-000036	万能胶	类型：万能胶		桶	万能胶	needs_review	缺失规格：品牌；容量；整理依据：品牌、容量缺失，无法区分包装SKU；导入口径：do_not_import_missing_specs；重分类：化工耗材/胶粘剂 -> 化工胶粘涂料/胶粘剂；分类置信度：high；万能胶属于胶粘剂；旧化工耗材按标准归并。；二级物料族人工预览：合并 -> 化工胶粘涂料/胶粘密封；置信度：高；判断：旧族“万能胶”用于粘接、锁固、填缝、堵漏或密封，功能与二级族“胶粘密封”一致，容量、组分和适用材料应作为规格。；下一步：合并到“胶粘密封”，第三层保留“万能胶”，后续补齐类型、容量、颜色、固化方式、组分和适用材料。
batch_004	化工胶粘涂料	胶粘密封	CHEM-000038	植筋胶	类型：注射式		支	注射式植筋胶	needs_review	缺失规格：品牌；容量；整理依据：容量、品牌、固化剂体系缺失，无法区分植筋胶SKU；导入口径：do_not_import_missing_specs；重分类：化工耗材/胶粘剂 -> 化工胶粘涂料/胶粘剂；分类置信度：high；植筋胶是结构胶粘剂。；二级物料族人工预览：合并 -> 化工胶粘涂料/胶粘密封；置信度：高；判断：旧族“植筋胶”用于粘接、锁固、填缝、堵漏或密封，功能与二级族“胶粘密封”一致，容量、组分和适用材料应作为规格。；下一步：合并到“胶粘密封”，第三层保留“植筋胶”，后续补齐类型、容量、颜色、固化方式、组分和适用材料。
batch_004	化工胶粘涂料	胶粘密封	CHEM-000041	聚氨酯堵漏剂	材质：聚氨酯；类型：油性		KG	油性聚氨酯堵漏剂	usable	缺失规格：品牌；整理依据：品牌/包装缺失，需确认是否影响SKU；导入口径：confirm_then_import；重分类：化工耗材/堵漏材料 -> 化工胶粘涂料/密封材料；分类置信度：high；聚氨酯堵漏剂用于防水堵漏密封，化工耗材旧口径不保留。；二级物料族人工预览：合并 -> 化工胶粘涂料/胶粘密封；置信度：高；判断：旧族“聚氨酯堵漏剂”用于粘接、锁固、填缝、堵漏或密封，功能与二级族“胶粘密封”一致，容量、组分和适用材料应作为规格。；下一步：合并到“胶粘密封”，第三层保留“聚氨酯堵漏剂”，后续补齐类型、容量、颜色、固化方式、组分和适用材料。
