batch_id	top_group	material_family	item_code	item_name	required_specs	optional_specs	stock_uom	aliases	quality_level	governance_note
batch_006	工具量具	扳手	TOOL-000028	内六角扳手	规格：19		支	19内六角扳手	standard	导入口径：import_ready；重分类：工具器具/手动工具 -> 工具量具/手动工具；分类置信度：high；内六角扳手属于手动工具。；二级物料族人工预览：拆分 -> 工具量具/扳手；置信度：中；判断：大多数样例是手动扳手，应归扳手；但族内混有液压扳手套装和工具套装口径，需要从手动扳手中拆出。；下一步：手动扳手归扳手；液压扳手套装复核是否新增液压工具；成套扳手按主体归扳手并记录件数。
batch_006	工具量具	扳手	TOOL-000039	链条扳手	类型：链条扳手		个	链条扳手	needs_review	缺失规格：规格；整理依据：规格/夹持范围缺失，无法区分链条扳手SKU；导入口径：do_not_import_missing_specs；重分类：工具器具/手动工具 -> 工具量具/手动工具；分类置信度：high；链条扳手为手动工具。；二级物料族人工预览：拆分 -> 工具量具/扳手；置信度：中；判断：大多数样例是手动扳手，应归扳手；但族内混有液压扳手套装和工具套装口径，需要从手动扳手中拆出。；下一步：手动扳手归扳手；液压扳手套装复核是否新增液压工具；成套扳手按主体归扳手并记录件数。
batch_006	工具量具	扳手	TOOL-000117	活动扳手	品牌：世达；类型：活动扳手		把	世达活动扳手	needs_review	缺失规格：规格；尺寸；整理依据：规格尺寸缺失，影响扳手SKU区分；导入口径：do_not_import_missing_specs；重分类：工具器具/手动工具 -> 工具量具/手动工具；分类置信度：high；活动扳手属于手动工具。；二级物料族人工预览：拆分 -> 工具量具/扳手；置信度：中；判断：大多数样例是手动扳手，应归扳手；但族内混有液压扳手套装和工具套装口径，需要从手动扳手中拆出。；下一步：手动扳手归扳手；液压扳手套装复核是否新增液压工具；成套扳手按主体归扳手并记录件数。
batch_006	工具量具	扳手	TOOL-000131	内六角扳手套装	品牌：世达；类型：六角扳手套装		套	世达六角扳手	needs_review	缺失规格：型号；规格；整理依据：规格范围/型号缺失，无法唯一确定扳手套装SKU；导入口径：do_not_import_missing_specs；重分类：工具/手动工具 -> 工具量具/手动工具；分类置信度：high；内六角扳手套装属于手动工具。；螺丝治理预览：需人工确认；action=needs_manual_review；scope=boundary_sample；confidence=medium；依据：非螺丝套件/组件只作为边界排除样本，不能按螺丝套件处理。；二级物料族人工预览：拆分 -> 工具量具/扳手；置信度：中；判断：大多数样例是手动扳手，应归扳手；但族内混有液压扳手套装和工具套装口径，需要从手动扳手中拆出。；下一步：手动扳手归扳手；液压扳手套装复核是否新增液压工具；成套扳手按主体归扳手并记录件数。
batch_006	工具量具	扳手	TOOL-000132	开口/梅花扳手	规格：42号		支	42号扳手	needs_review	缺失规格：品牌；型号；尺寸；适用设备；整理依据：扳手类型为开口、梅花或两用不明确；导入口径：do_not_import_missing_specs；重分类：工具/手动工具 -> 工具量具/手动工具；分类置信度：high；开口梅花扳手属手动工具。；二级物料族人工预览：拆分 -> 工具量具/扳手；置信度：中；判断：大多数样例是手动扳手，应归扳手；但族内混有液压扳手套装和工具套装口径，需要从手动扳手中拆出。；下一步：手动扳手归扳手；液压扳手套装复核是否新增液压工具；成套扳手按主体归扳手并记录件数。
batch_006	工具量具	扳手	TOOL-000133	开口/梅花扳手	规格：12号		支	12号扳手	needs_review	缺失规格：品牌；型号；尺寸；适用设备；整理依据：扳手类型为开口、梅花或两用不明确；导入口径：do_not_import_missing_specs；重分类：工具/手动工具 -> 工具量具/手动工具；分类置信度：high；开口梅花扳手属手动工具。；二级物料族人工预览：拆分 -> 工具量具/扳手；置信度：中；判断：大多数样例是手动扳手，应归扳手；但族内混有液压扳手套装和工具套装口径，需要从手动扳手中拆出。；下一步：手动扳手归扳手；液压扳手套装复核是否新增液压工具；成套扳手按主体归扳手并记录件数。
batch_006	工具量具	扳手	TOOL-000134	开口/梅花扳手	规格：19号		支	19号扳手	needs_review	缺失规格：品牌；型号；尺寸；适用设备；整理依据：扳手类型为开口、梅花或两用不明确；导入口径：do_not_import_missing_specs；重分类：工具/手动工具 -> 工具量具/手动工具；分类置信度：high；开口梅花扳手属手动工具。；二级物料族人工预览：拆分 -> 工具量具/扳手；置信度：中；判断：大多数样例是手动扳手，应归扳手；但族内混有液压扳手套装和工具套装口径，需要从手动扳手中拆出。；下一步：手动扳手归扳手；液压扳手套装复核是否新增液压工具；成套扳手按主体归扳手并记录件数。
batch_006	工具量具	扳手	TOOL-000137	活动扳手	长度：450mm		支	450活动扳手	usable	缺失规格：品牌；材质；整理依据：品牌/材质缺失，按长度先建候选；导入口径：confirm_then_import；重分类：工具/手动工具 -> 工具量具/手动工具；分类置信度：high；活动扳手属于手动工具。；二级物料族人工预览：拆分 -> 工具量具/扳手；置信度：中；判断：大多数样例是手动扳手，应归扳手；但族内混有液压扳手套装和工具套装口径，需要从手动扳手中拆出。；下一步：手动扳手归扳手；液压扳手套装复核是否新增液压工具；成套扳手按主体归扳手并记录件数。
batch_006	工具量具	扳手	TOOL-000141	固定扳手	品牌：世达；规格：24号		个	24世达固定扳手	usable	缺失规格：型号；整理依据：开口/梅花/两用形式需确认；导入口径：confirm_then_import；重分类：工具/手动工具 -> 工具量具/手动工具；分类置信度：high；扳手属手动工具。；二级物料族人工预览：拆分 -> 工具量具/扳手；置信度：中；判断：大多数样例是手动扳手，应归扳手；但族内混有液压扳手套装和工具套装口径，需要从手动扳手中拆出。；下一步：手动扳手归扳手；液压扳手套装复核是否新增液压工具；成套扳手按主体归扳手并记录件数。
batch_006	工具量具	扳手	TOOL-000146	扳手	品牌：世达；规格：13号		个	13号世达扳手	needs_review	缺失规格：型号；尺寸；适用设备；整理依据：扳手类型（开口/梅花/两用等）需确认，可能影响工具SKU区分；导入口径：do_not_import_missing_specs；重分类：工具/手动工具 -> 工具量具/手动工具；分类置信度：high；扳手属手动工具。；二级物料族人工预览：拆分 -> 工具量具/扳手；置信度：中；判断：大多数样例是手动扳手，应归扳手；但族内混有液压扳手套装和工具套装口径，需要从手动扳手中拆出。；下一步：手动扳手归扳手；液压扳手套装复核是否新增液压工具；成套扳手按主体归扳手并记录件数。
