batch_id	top_group	material_family	item_code	item_name	required_specs	optional_specs	stock_uom	aliases	quality_level	governance_note
batch_005	工具耗材	刷涂耗材	CHEM-000107	油漆滚筒	规格：大号；用途：油漆		只	大油漆滚筒；油漆滚筒大号；滚筒大号；大号滚筒；大滚筒	needs_review	缺失规格：尺寸；整理依据：尺寸/毛长缺失，仅大号无法稳定区分滚筒SKU；大号未给出具体尺寸，会影响油漆滚筒SKU区分；大号未给出具体尺寸/毛长，会影响油漆滚筒SKU区分；导入口径：do_not_import_missing_specs；重分类：涂装工具/滚筒 -> 工具耗材/刷具；分类置信度：high；油漆滚筒是涂装刷具耗材。；二级物料族人工预览：合并 -> 工具耗材/刷涂耗材；置信度：高；判断：滚筒刷和油漆滚筒都是刷涂耗材，大小、用途和包装数量是 SKU 属性。；下一步：合并到刷涂耗材，第三层保留滚筒刷/油漆滚筒，补尺寸、毛长、材质。
batch_005	工具耗材	刷涂耗材	CHEM-000117	油漆滚筒	规格：小号；用途：油漆		只	小油漆滚筒；油漆滚筒小号；滚筒小号	needs_review	缺失规格：尺寸；整理依据：尺寸/毛长缺失，仅小号无法稳定区分滚筒SKU；小号未给出具体尺寸，会影响油漆滚筒SKU区分；与同规格油漆滚筒可合并；单位按同类统一为只；具体尺寸缺失；导入口径：do_not_import_missing_specs；重分类：涂装工具/滚筒 -> 工具耗材/刷具；分类置信度：high；油漆滚筒是涂装刷具耗材。；二级物料族人工预览：合并 -> 工具耗材/刷涂耗材；置信度：高；判断：滚筒刷和油漆滚筒都是刷涂耗材，大小、用途和包装数量是 SKU 属性。；下一步：合并到刷涂耗材，第三层保留滚筒刷/油漆滚筒，补尺寸、毛长、材质。
batch_005	工具耗材	刷涂耗材	CHEM-000140	油漆滚筒	用途：油漆		包	油漆滚筒	needs_review	缺失规格：尺寸；每包数量；整理依据：每包数量/尺寸缺失，会影响油漆滚筒按包采购的SKU区分；导入口径：do_not_import_missing_specs；重分类：涂装工具/滚筒 -> 工具耗材/刷具；分类置信度：high；油漆滚筒是涂装刷具耗材。；二级物料族人工预览：合并 -> 工具耗材/刷涂耗材；置信度：高；判断：滚筒刷和油漆滚筒都是刷涂耗材，大小、用途和包装数量是 SKU 属性。；下一步：合并到刷涂耗材，第三层保留滚筒刷/油漆滚筒，补尺寸、毛长、材质。
batch_005	工具耗材	刷涂耗材	CHEM-000143	油漆滚筒	规格：中号；用途：油漆		个	中号滚筒	needs_review	缺失规格：品牌；型号；类型；容量；颜色；整理依据：中号未给出具体尺寸/毛长，会影响油漆滚筒SKU区分；导入口径：do_not_import_missing_specs；重分类：涂装工具/滚筒 -> 工具耗材/刷具；分类置信度：high；油漆滚筒是涂装刷具耗材。；二级物料族人工预览：合并 -> 工具耗材/刷涂耗材；置信度：高；判断：滚筒刷和油漆滚筒都是刷涂耗材，大小、用途和包装数量是 SKU 属性。；下一步：合并到刷涂耗材，第三层保留滚筒刷/油漆滚筒，补尺寸、毛长、材质。
batch_005	工具耗材	刷涂耗材	TOOL-000004	滚筒刷	规格：4寸		个	4寸滚筒	standard	导入口径：import_ready；重分类：工具器具/涂装工具 -> 工具耗材/刷具；分类置信度：high；滚筒刷是涂装刷具耗材。；二级物料族人工预览：合并 -> 工具耗材/刷涂耗材；置信度：高；判断：滚筒刷和油漆滚筒都是刷涂耗材，大小、用途和包装数量是 SKU 属性。；下一步：合并到刷涂耗材，第三层保留滚筒刷/油漆滚筒，补尺寸、毛长、材质。
batch_005	工具耗材	刷涂耗材	TOOL-000010	羊毛刷	规格：4寸		个	4寸羊毛刷	standard	导入口径：import_ready；重分类：工具器具/涂装工具 -> 工具耗材/刷具；分类置信度：high；羊毛刷为涂装刷具耗材。；二级物料族人工预览：合并 -> 工具耗材/刷涂耗材；置信度：高；判断：毛刷和羊毛刷是刷漆刷涂耗材，尺寸和材质是属性。；下一步：合并到刷涂耗材，第三层保留毛刷/羊毛刷，补宽度、材质、用途。
batch_005	工具耗材	刷涂耗材	TOOL-000011	羊毛刷	规格：4寸		支	4寸羊毛刷	usable	缺失规格：品牌；型号；整理依据：与其他批次同物料单位待统一；导入口径：confirm_then_import；重分类：工具器具/涂装工具 -> 工具耗材/刷具；分类置信度：high；羊毛刷为涂装刷具耗材。；二级物料族人工预览：合并 -> 工具耗材/刷涂耗材；置信度：高；判断：毛刷和羊毛刷是刷漆刷涂耗材，尺寸和材质是属性。；下一步：合并到刷涂耗材，第三层保留毛刷/羊毛刷，补宽度、材质、用途。
batch_005	工具耗材	刷涂耗材	TOOL-000023	毛刷	规格：3寸		支	3寸毛刷	standard	导入口径：import_ready；重分类：工具器具/涂装工具 -> 工具耗材/刷具；分类置信度：high；毛刷是涂装刷具耗材。；二级物料族人工预览：合并 -> 工具耗材/刷涂耗材；置信度：高；判断：毛刷和羊毛刷是刷漆刷涂耗材，尺寸和材质是属性。；下一步：合并到刷涂耗材，第三层保留毛刷/羊毛刷，补宽度、材质、用途。
batch_005	工具耗材	刷涂耗材	TOOL-000024	钢丝刷	类型：刀型		支	刀型钢丝刷	standard	导入口径：import_ready；重分类：工具器具/打磨工具 -> 工具耗材/刷具；分类置信度：high；钢丝刷用于清理打磨，属刷具类工具耗材。；二级物料族人工预览：合并 -> 工具耗材/刷涂耗材；置信度：高；判断：钢丝刷用于除锈和清理打磨，目标刷涂耗材包含钢丝刷。；下一步：合并到刷涂耗材，第三层保留钢丝刷，补规格、材质、柄型。
batch_005	工具耗材	刷涂耗材	TOOL-000035	毛刷	规格：3寸		个	3寸毛刷	usable	缺失规格：材质；整理依据：材质/柄型缺失，按3寸毛刷候选；导入口径：confirm_then_import；重分类：工具器具/涂装工具 -> 工具耗材/刷具；分类置信度：high；毛刷是涂装刷具耗材。；二级物料族人工预览：合并 -> 工具耗材/刷涂耗材；置信度：高；判断：毛刷和羊毛刷是刷漆刷涂耗材，尺寸和材质是属性。；下一步：合并到刷涂耗材，第三层保留毛刷/羊毛刷，补宽度、材质、用途。
