batch_id	top_group	material_family	item_code	item_name	required_specs	optional_specs	stock_uom	aliases	quality_level	governance_note
batch_001	液压气动	液压接头	METAL-000017	不锈钢卡扣接头	规格：DN6*6；材质：不锈钢		个	DN6*6不锈钢卡扣接头	usable	缺失规格：压力等级；整理依据：压力等级缺失，需后续确认；导入口径：confirm_then_import；重分类：气动/高压管路 -> 液压气动/液压接头；分类置信度：medium；卡扣接头用于高压管路连接，按液压接头承接。；二级物料族人工预览：保留 -> 液压气动/液压接头；置信度：高；判断：当前族虽然名称里常出现接头、弯头、卡扣等通用词，但所在系统是高压油路/液压连接，不应并入水暖直接接头或定制管路件。；下一步：进入第三层治理，拆成卡套接头、加长接头、弯头接头、对丝等，并补齐螺纹、压力等级、密封形式。
batch_001	液压气动	液压接头	METAL-000018	不锈钢卡扣接头	规格：DN6*10；材质：不锈钢		个	DN6*10不锈钢卡扣接头	usable	缺失规格：压力等级；整理依据：压力等级缺失，需后续确认；导入口径：confirm_then_import；重分类：气动/高压管路 -> 液压气动/液压接头；分类置信度：medium；卡扣接头用于高压管路连接，按液压接头承接。；二级物料族人工预览：保留 -> 液压气动/液压接头；置信度：高；判断：当前族虽然名称里常出现接头、弯头、卡扣等通用词，但所在系统是高压油路/液压连接，不应并入水暖直接接头或定制管路件。；下一步：进入第三层治理，拆成卡套接头、加长接头、弯头接头、对丝等，并补齐螺纹、压力等级、密封形式。
batch_001	液压气动	液压接头	METAL-000019	不锈钢加长接头	规格：8*6；材质：不锈钢；特征：加长		个	8*6不锈钢加长接头	usable	缺失规格：压力等级；整理依据：连接形式/压力等级缺失；导入口径：confirm_then_import；重分类：气动/高压管路 -> 液压气动/液压接头；分类置信度：medium；样例为高压管路接头，归液压气动接头。；二级物料族人工预览：保留 -> 液压气动/液压接头；置信度：高；判断：当前族虽然名称里常出现接头、弯头、卡扣等通用词，但所在系统是高压油路/液压连接，不应并入水暖直接接头或定制管路件。；下一步：进入第三层治理，拆成卡套接头、加长接头、弯头接头、对丝等，并补齐螺纹、压力等级、密封形式。
batch_001	液压气动	液压接头	METAL-000020	不锈钢卡套接头	规格：6*8；材质：不锈钢		个	卡6*8不锈钢接头	usable	缺失规格：压力等级；整理依据：“卡”按卡套接头整理，压力等级缺失；导入口径：confirm_then_import；重分类：气动/高压管路 -> 液压气动/液压接头；分类置信度：medium；卡套接头用于高压管路连接，按液压接头承接。；二级物料族人工预览：保留 -> 液压气动/液压接头；置信度：高；判断：当前族虽然名称里常出现接头、弯头、卡扣等通用词，但所在系统是高压油路/液压连接，不应并入水暖直接接头或定制管路件。；下一步：进入第三层治理，拆成卡套接头、加长接头、弯头接头、对丝等，并补齐螺纹、压力等级、密封形式。
batch_001	液压气动	液压接头	METAL-000021	不锈钢卡套接头	规格：6*12；材质：不锈钢		个	卡6*12不锈钢接头	usable	缺失规格：压力等级；整理依据：“卡”按卡套接头整理，压力等级缺失；导入口径：confirm_then_import；重分类：气动/高压管路 -> 液压气动/液压接头；分类置信度：medium；卡套接头用于高压管路连接，按液压接头承接。；二级物料族人工预览：保留 -> 液压气动/液压接头；置信度：高；判断：当前族虽然名称里常出现接头、弯头、卡扣等通用词，但所在系统是高压油路/液压连接，不应并入水暖直接接头或定制管路件。；下一步：进入第三层治理，拆成卡套接头、加长接头、弯头接头、对丝等，并补齐螺纹、压力等级、密封形式。
batch_001	液压气动	液压接头	PIPE-000045	不锈钢加长弯头	规格：8*6；材质：不锈钢；特征：加长；类型：弯头		个	8*6不锈钢加长弯头	usable	缺失规格：压力等级；整理依据：连接形式/压力等级缺失；导入口径：confirm_then_import；重分类：气动/高压管路 -> 液压气动/液压接头；分类置信度：medium；样例为高压管路小规格弯头，归液压气动接头。；二级物料族人工预览：保留 -> 液压气动/液压接头；置信度：高；判断：当前族虽然名称里常出现接头、弯头、卡扣等通用词，但所在系统是高压油路/液压连接，不应并入水暖直接接头或定制管路件。；下一步：进入第三层治理，拆成卡套接头、加长接头、弯头接头、对丝等，并补齐螺纹、压力等级、密封形式。
batch_001	液压气动	液压接头	PIPE-000050	不锈钢卡套三通	规格：6*12；材质：不锈钢；类型：三通		个	卡6*12不锈钢三通	usable	缺失规格：压力等级；整理依据：连接形式/压力等级缺失；导入口径：confirm_then_import；重分类：气动/高压管路 -> 液压气动/液压接头；分类置信度：medium；卡套三通用于高压管路连接，按液压接头承接。；二级物料族人工预览：保留 -> 液压气动/液压接头；置信度：高；判断：当前族虽然名称里常出现接头、弯头、卡扣等通用词，但所在系统是高压油路/液压连接，不应并入水暖直接接头或定制管路件。；下一步：进入第三层治理，拆成卡套接头、加长接头、弯头接头、对丝等，并补齐螺纹、压力等级、密封形式。
batch_001	液压气动	液压接头	PIPE-000136	高压油管接头	公称直径：50；类型：接头		个	50高压接头	needs_review	缺失规格：压力等级；整理依据：螺纹/连接形式/压力等级缺失，无法稳定区分高压油管接头SKU；导入口径：do_not_import_missing_specs；重分类：液压/高压管路 -> 液压气动/液压接头；分类置信度：high；油管接头属于液压接头。；二级物料族人工预览：保留 -> 液压气动/液压接头；置信度：高；判断：当前族虽然名称里常出现接头、弯头、卡扣等通用词，但所在系统是高压油路/液压连接，不应并入水暖直接接头或定制管路件。；下一步：进入第三层治理，拆成卡套接头、加长接头、弯头接头、对丝等，并补齐螺纹、压力等级、密封形式。
batch_001	液压气动	液压接头	PIPE-000137	高压外接头	公称直径：50；连接类型：外接		个	50高压外接	needs_review	缺失规格：规格；压力等级；整理依据：螺纹规格/压力等级缺失，无法稳定区分高压外接头SKU；导入口径：do_not_import_missing_specs；重分类：液压/高压管路 -> 液压气动/液压接头；分类置信度：high；高压外接头用于液压高压管路连接。；二级物料族人工预览：保留 -> 液压气动/液压接头；置信度：高；判断：当前族虽然名称里常出现接头、弯头、卡扣等通用词，但所在系统是高压油路/液压连接，不应并入水暖直接接头或定制管路件。；下一步：进入第三层治理，拆成卡套接头、加长接头、弯头接头、对丝等，并补齐螺纹、压力等级、密封形式。
batch_001	液压气动	液压接头	PIPE-000155	液压快速接头	型号：GR6-25S；类型：快速接头		套	GR6-25S液压快速接头	usable	缺失规格：压力等级；整理依据：压力等级/螺纹接口缺失，按型号先建候选；导入口径：confirm_then_import；重分类：液压/高压管路 -> 液压气动/液压接头；分类置信度：high；液压快速接头属于液压接头。；二级物料族人工预览：保留 -> 液压气动/液压接头；置信度：高；判断：当前族虽然名称里常出现接头、弯头、卡扣等通用词，但所在系统是高压油路/液压连接，不应并入水暖直接接头或定制管路件。；下一步：进入第三层治理，拆成卡套接头、加长接头、弯头接头、对丝等，并补齐螺纹、压力等级、密封形式。
batch_001	液压气动	液压接头	PIPE-000156	高压接头	型号/规格：36/25S		个	36/25s高压接头	needs_review	缺失规格：压力等级；整理依据：螺纹/压力等级/连接形式缺失，可能影响液压接头SKU区分；导入口径：do_not_import_missing_specs；重分类：液压/高压管路 -> 液压气动/液压接头；分类置信度：high；高压接头为液压管路接头。；二级物料族人工预览：保留 -> 液压气动/液压接头；置信度：高；判断：当前族虽然名称里常出现接头、弯头、卡扣等通用词，但所在系统是高压油路/液压连接，不应并入水暖直接接头或定制管路件。；下一步：进入第三层治理，拆成卡套接头、加长接头、弯头接头、对丝等，并补齐螺纹、压力等级、密封形式。
batch_001	液压气动	液压接头	PIPE-000157	高压接头	型号/规格：33/25S		个	33/25s高压接头	needs_review	缺失规格：压力等级；整理依据：螺纹/压力等级/连接形式缺失，可能影响液压接头SKU区分；导入口径：do_not_import_missing_specs；重分类：液压/高压管路 -> 液压气动/液压接头；分类置信度：high；高压接头为液压管路接头。；二级物料族人工预览：保留 -> 液压气动/液压接头；置信度：高；判断：当前族虽然名称里常出现接头、弯头、卡扣等通用词，但所在系统是高压油路/液压连接，不应并入水暖直接接头或定制管路件。；下一步：进入第三层治理，拆成卡套接头、加长接头、弯头接头、对丝等，并补齐螺纹、压力等级、密封形式。
