batch_id	top_group	material_family	item_code	item_name	required_specs	optional_specs	stock_uom	aliases	quality_level	governance_note
batch_007	包装覆盖周转	覆盖材料	MAT-000021	彩条布	规格：12*30米		平方	12*30米彩条布	standard	导入口径：import_ready；重分类：工程材料/篷布油布 -> 包装覆盖周转/覆盖材料；分类置信度：high；彩条布用于覆盖防护，旧工程材料过宽。；二级物料族人工预览：合并 -> 包装覆盖周转/覆盖材料；置信度：高；判断：彩条布是临时覆盖材料，符合覆盖材料目标族。；下一步：合并到覆盖材料，第三层保留彩条布并维护宽度、长度、颜色。
batch_007	包装覆盖周转	覆盖材料	MAT-000026	气泡膜	特征：加厚		米	加厚气泡膜	needs_review	缺失规格：宽度；厚度；整理依据：宽度/厚度缺失，无法区分气泡膜SKU；导入口径：do_not_import_missing_specs；重分类：包装材料/缓冲包装 -> 包装覆盖周转/缓冲包装；分类置信度：high；气泡膜是缓冲包装材料；新建二级缓冲包装。；二级物料族人工预览：合并 -> 包装覆盖周转/覆盖材料；置信度：中；判断：气泡膜是缓冲包装材料，目标覆盖材料 include_terms 已包含气泡膜。；下一步：合并到覆盖材料，第三层保留气泡膜；若数量增长可评估缓冲包装族。
batch_007	包装覆盖周转	覆盖材料	MAT-000027	保鲜膜	规格：大卷		件	保鲜膜大卷	needs_review	缺失规格：长度；宽度；厚度；整理依据：宽度/长度/厚度缺失，无法区分大卷保鲜膜SKU；导入口径：do_not_import_missing_specs；重分类：包装材料/薄膜 -> 包装覆盖周转/覆盖材料；分类置信度：medium；保鲜膜为薄膜覆盖/包装材料，按覆盖材料承接。；二级物料族人工预览：合并 -> 包装覆盖周转/覆盖材料；置信度：中；判断：保鲜膜是薄膜覆盖材料，当前包装覆盖口径可由覆盖材料承接。；下一步：合并到覆盖材料，第三层保留保鲜膜并维护宽度、长度、厚度。
batch_007	包装覆盖周转	覆盖材料	MAT-000029	玻璃纸	类型：玻璃纸		米	玻璃纸	needs_review	缺失规格：宽度；厚度；整理依据：宽度/厚度缺失，按米计量时无法区分玻璃纸SKU；导入口径：do_not_import_missing_specs；重分类：包装材料/薄膜纸品 -> 包装覆盖周转/覆盖材料；分类置信度：medium；玻璃纸为薄膜纸类覆盖包装材料，按覆盖材料归类。；二级物料族人工预览：合并 -> 包装覆盖周转/覆盖材料；置信度：中；判断：玻璃纸用于包覆或覆盖，数量少，适合并入覆盖材料。；下一步：合并到覆盖材料，第三层保留玻璃纸并维护尺寸、材质。
batch_007	包装覆盖周转	覆盖材料	MAT-000062	缠绕膜	颜色：透明；宽度：50cm；重量：5KG		个	透明缠绕膜50cm*5KG	usable	缺失规格：材质；整理依据：材质/芯径缺失，按颜色/宽度/重量先建候选；导入口径：confirm_then_import；重分类：包装材料/缠绕膜 -> 包装覆盖周转/覆盖材料；分类置信度：high；缠绕膜用于包装覆盖。；二级物料族人工预览：合并 -> 包装覆盖周转/覆盖材料；置信度：高；判断：缠绕膜是包装覆盖薄膜，目标覆盖材料已包含缠绕膜。；下一步：合并到覆盖材料，第三层保留缠绕膜并维护宽度、重量、颜色。
batch_007	包装覆盖周转	覆盖材料	MAT-000166	加厚油布	尺寸：12米*12米；特征：加厚		㎡	加厚油布12米*12米	needs_review	缺失规格：材质；整理依据：材质/克重/防水等级缺失，无法稳定区分油布SKU；导入口径：do_not_import_missing_specs；重分类：覆盖材料/油布 -> 包装覆盖周转/覆盖材料；分类置信度：high；油布用于覆盖防护，旧覆盖材料可标准归并。；二级物料族人工预览：合并 -> 包装覆盖周转/覆盖材料；置信度：高；判断：油布用于覆盖、防雨和临时保护，符合覆盖材料目标族。；下一步：合并到覆盖材料，第三层保留油布并维护尺寸、厚度、材质。
batch_007	包装覆盖周转	覆盖材料	MAT-000167	加厚油布	尺寸：10米*8米；特征：加厚		㎡	加厚油布10米*8米	needs_review	缺失规格：材质；整理依据：材质/克重/防水等级缺失，无法稳定区分油布SKU；导入口径：do_not_import_missing_specs；重分类：覆盖材料/油布 -> 包装覆盖周转/覆盖材料；分类置信度：high；油布用于覆盖防护，旧覆盖材料可标准归并。；二级物料族人工预览：合并 -> 包装覆盖周转/覆盖材料；置信度：高；判断：油布用于覆盖、防雨和临时保护，符合覆盖材料目标族。；下一步：合并到覆盖材料，第三层保留油布并维护尺寸、厚度、材质。
batch_007	包装覆盖周转	覆盖材料	MAT-000168	彩条布	颜色：三色；尺寸：4m*30m		㎡	三色彩条布4m*30m	needs_review	缺失规格：材质；整理依据：克重/材质缺失，可能影响彩条布SKU区分；导入口径：do_not_import_missing_specs；重分类：覆盖材料/彩条布 -> 包装覆盖周转/覆盖材料；分类置信度：high；彩条布用于覆盖防护，旧工程材料过宽。；二级物料族人工预览：合并 -> 包装覆盖周转/覆盖材料；置信度：高；判断：彩条布是临时覆盖材料，符合覆盖材料目标族。；下一步：合并到覆盖材料，第三层保留彩条布并维护宽度、长度、颜色。
batch_007	包装覆盖周转	覆盖材料	MAT-000172	彩条布	宽度：4米		㎡	彩条布4米	needs_review	缺失规格：材质；长度；整理依据：长度/克重/材质缺失，会影响彩条布SKU区分；导入口径：do_not_import_missing_specs；重分类：覆盖材料/彩条布 -> 包装覆盖周转/覆盖材料；分类置信度：high；彩条布用于覆盖防护，旧工程材料过宽。；二级物料族人工预览：合并 -> 包装覆盖周转/覆盖材料；置信度：高；判断：彩条布是临时覆盖材料，符合覆盖材料目标族。；下一步：合并到覆盖材料，第三层保留彩条布并维护宽度、长度、颜色。
batch_007	包装覆盖周转	覆盖材料	MAT-000173	油布	尺寸：4米*6米		㎡	油布4米*6米	needs_review	缺失规格：材质；整理依据：材质/克重/防水等级缺失，会影响油布SKU区分；导入口径：do_not_import_missing_specs；重分类：覆盖材料/油布 -> 包装覆盖周转/覆盖材料；分类置信度：high；油布用于覆盖防护，旧劳保耗材不应作为分类。；二级物料族人工预览：合并 -> 包装覆盖周转/覆盖材料；置信度：高；判断：油布用于覆盖、防雨和临时保护，符合覆盖材料目标族。；下一步：合并到覆盖材料，第三层保留油布并维护尺寸、厚度、材质。
