batch_id	top_group	material_family	item_code	item_name	required_specs	optional_specs	stock_uom	aliases	quality_level	governance_note
batch_012	安全消防	安全网/防护网	SAFE-000025	防护安全网	规格：3000；特征：加厚		件	加厚3000防护安全网	needs_review	缺失规格：材质；执行标准；整理依据：规格单位/材质/执行标准缺失，无法区分防护安全网SKU；导入口径：do_not_import_missing_specs；重分类：安全设施/防护网 -> 安全消防/防护网；分类置信度：high；防护安全网属现场安全防护设施。；二级物料族人工预览：合并 -> 安全消防/安全网/防护网；置信度：高；判断：旧族“防护安全网”是施工防坠、防护或密目网，安全风险属性强，符合二级族“安全网/防护网”。；下一步：合并到“安全网/防护网”，第三层保留“防护安全网”，后续补齐尺寸、材质、网目、阻燃等级和承载要求。
batch_012	安全消防	安全网/防护网	SAFE-000031	防坠安全网	定制：是；用途：防坠		平方	定做防坠安全网	needs_review	缺失规格：材质；执行标准；整理依据：定制件，网孔/材质/执行标准缺失；导入口径：do_not_import_missing_specs；重分类：定制件/安全防护 -> 安全消防/防护网；分类置信度：high；防坠安全网为现场安全防护网。；二级物料族人工预览：合并 -> 安全消防/安全网/防护网；置信度：高；判断：旧族“防坠安全网”是施工防坠、防护或密目网，安全风险属性强，符合二级族“安全网/防护网”。；下一步：合并到“安全网/防护网”，第三层保留“防坠安全网”，后续补齐尺寸、材质、网目、阻燃等级和承载要求。
batch_012	安全消防	安全网/防护网	SAFE-000060	安全防护网	特征：加厚		平方	厚安全防护网	needs_review	缺失规格：材质；颜色；整理依据：材质/网孔/颜色/克重缺失，无法稳定区分安全防护网SKU；导入口径：do_not_import_missing_specs；重分类：安全防护/防护网 -> 安全消防/防护网；分类置信度：high；安全防护网归现场防护网。；二级物料族人工预览：合并 -> 安全消防/安全网/防护网；置信度：高；判断：旧族“安全防护网”是施工防坠、防护或密目网，安全风险属性强，符合二级族“安全网/防护网”。；下一步：合并到“安全网/防护网”，第三层保留“安全防护网”，后续补齐尺寸、材质、网目、阻燃等级和承载要求。
batch_012	安全消防	安全网/防护网	SAFE-000064	安全网	类型：安全网		张	安全网	needs_review	缺失规格：材质；尺寸；整理依据：尺寸/材质缺失，无法稳定区分安全网SKU；导入口径：do_not_import_missing_specs；重分类：安全防护/防护网 -> 安全消防/防护网；分类置信度：high；安全网为现场防护设施。；二级物料族人工预览：合并 -> 安全消防/安全网/防护网；置信度：高；判断：旧族“安全网”是施工防坠、防护或密目网，安全风险属性强，符合二级族“安全网/防护网”。；下一步：合并到“安全网/防护网”，第三层保留“安全网”，后续补齐尺寸、材质、网目、阻燃等级和承载要求。
batch_012	安全消防	安全网/防护网	SAFE-000088	安全网	尺寸：1.8米*6米		张	1.8米*6米安全网	needs_review	缺失规格：材质；执行标准；整理依据：材质、网孔、执行标准缺失；导入口径：do_not_import_missing_specs；重分类：安全防护/防护网 -> 安全消防/防护网；分类置信度：high；安全网为现场防护设施。；二级物料族人工预览：合并 -> 安全消防/安全网/防护网；置信度：高；判断：旧族“安全网”是施工防坠、防护或密目网，安全风险属性强，符合二级族“安全网/防护网”。；下一步：合并到“安全网/防护网”，第三层保留“安全网”，后续补齐尺寸、材质、网目、阻燃等级和承载要求。
batch_012	安全消防	安全网/防护网	SAFE-000092	安全网	尺寸：6*1.8米；特征：加厚		张	6*1.8米加厚安全网	needs_review	缺失规格：材质；执行标准；整理依据：材质/网孔/执行标准缺失，无法稳定区分安全网SKU；导入口径：do_not_import_missing_specs；重分类：安全防护/防护网 -> 安全消防/防护网；分类置信度：high；安全网为现场防护设施。；二级物料族人工预览：合并 -> 安全消防/安全网/防护网；置信度：高；判断：旧族“安全网”是施工防坠、防护或密目网，安全风险属性强，符合二级族“安全网/防护网”。；下一步：合并到“安全网/防护网”，第三层保留“安全网”，后续补齐尺寸、材质、网目、阻燃等级和承载要求。
batch_012	安全消防	安全网/防护网	SAFE-000115	密目安全网	类型：密目；尺寸：6m*1.2m		张	密目安全网6m*1.2m	needs_review	缺失规格：材质；整理依据：材质/阻燃等级/目数缺失，会影响密目安全网SKU区分；导入口径：do_not_import_missing_specs；重分类：安全防护/防护网 -> 安全消防/防护网；分类置信度：high；密目安全网为现场防护网。；二级物料族人工预览：合并 -> 安全消防/安全网/防护网；置信度：高；判断：旧族“密目安全网”是施工防坠、防护或密目网，安全风险属性强，符合二级族“安全网/防护网”。；下一步：合并到“安全网/防护网”，第三层保留“密目安全网”，后续补齐尺寸、材质、网目、阻燃等级和承载要求。
batch_012	工具耗材	砂纸/磨料	MAT-000194	砂纸	粒度：240#		张	240#砂纸	needs_review	缺失规格：材质；尺寸；整理依据：尺寸/背基材质缺失，会影响砂纸SKU区分；导入口径：do_not_import_missing_specs；重分类：磨具磨料/砂纸 -> 工具耗材/磨具；分类置信度：high；砂纸为打磨耗材。；二级物料族人工预览：保留 -> 工具耗材/砂纸/磨料；置信度：高；判断：砂纸按粒度和尺寸区分，目标表已单列砂纸/磨料。；下一步：进入第三层治理，补粒度、尺寸、包装数量。
batch_012	工具耗材	砂纸/磨料	MAT-000195	砂纸	粒度：80#		张	80#砂纸	needs_review	缺失规格：材质；尺寸；整理依据：尺寸/背基材质缺失，会影响砂纸SKU区分；导入口径：do_not_import_missing_specs；重分类：磨具磨料/砂纸 -> 工具耗材/磨具；分类置信度：high；砂纸为打磨耗材。；二级物料族人工预览：保留 -> 工具耗材/砂纸/磨料；置信度：高；判断：砂纸按粒度和尺寸区分，目标表已单列砂纸/磨料。；下一步：进入第三层治理，补粒度、尺寸、包装数量。
batch_012	工具耗材	砂纸/磨料	TOOL-000041	砂纸	粒度：600		张	600砂纸	needs_review	缺失规格：尺寸；整理依据：尺寸缺失，可能影响砂纸SKU区分；导入口径：do_not_import_missing_specs；重分类：工具器具/磨切耗材 -> 工具耗材/磨具；分类置信度：high；砂纸为打磨耗材。；二级物料族人工预览：保留 -> 工具耗材/砂纸/磨料；置信度：高；判断：砂纸按粒度和尺寸区分，目标表已单列砂纸/磨料。；下一步：进入第三层治理，补粒度、尺寸、包装数量。
batch_012	工具耗材	砂纸/磨料	TOOL-000042	砂纸	粒度：80		张	80砂纸	needs_review	缺失规格：尺寸；整理依据：尺寸缺失，可能影响砂纸SKU区分；导入口径：do_not_import_missing_specs；重分类：工具器具/磨切耗材 -> 工具耗材/磨具；分类置信度：high；砂纸为打磨耗材。；二级物料族人工预览：保留 -> 工具耗材/砂纸/磨料；置信度：高；判断：砂纸按粒度和尺寸区分，目标表已单列砂纸/磨料。；下一步：进入第三层治理，补粒度、尺寸、包装数量。
batch_012	工具耗材	砂纸/磨料	TOOL-000126	石笔	品类：石笔		个	石笔	usable	缺失规格：规格；包装规格；整理依据：包装规格需确认；导入口径：confirm_then_import；二级物料族人工预览：合并 -> 工具耗材/砂纸/磨料；置信度：高；判断：石笔在目标砂纸/磨料族的包含项中，属于低值划线耗材，不是办公笔。；下一步：合并到砂纸/磨料，第三层保留石笔，补规格和包装数量。
batch_012	工具耗材	砂纸/磨料	TOOL-000139	砂纸	粒度：细		张	细砂纸	needs_review	缺失规格：尺寸；整理依据：具体目数/尺寸缺失，无法唯一确定砂纸SKU；导入口径：do_not_import_missing_specs；重分类：工具耗材/磨料磨具 -> 工具耗材/磨具；分类置信度：high；砂纸为打磨耗材。；二级物料族人工预览：保留 -> 工具耗材/砂纸/磨料；置信度：高；判断：砂纸按粒度和尺寸区分，目标表已单列砂纸/磨料。；下一步：进入第三层治理，补粒度、尺寸、包装数量。
batch_012	工具耗材	砂纸/磨料	TOOL-000293	石笔	类型：石笔		盒	石笔	usable	缺失规格：规格；整理依据：每盒数量/规格缺失，按盒装石笔先建候选；导入口径：confirm_then_import；重分类：焊接耗材/划线工具 -> 工具耗材/划线耗材；分类置信度：medium；石笔用于现场划线标记，标准表无划线耗材二级，新增二级。；二级物料族人工预览：合并 -> 工具耗材/砂纸/磨料；置信度：高；判断：石笔在目标砂纸/磨料族的包含项中，属于低值划线耗材，不是办公笔。；下一步：合并到砂纸/磨料，第三层保留石笔，补规格和包装数量。
batch_012	施工机具设备	小型施工设备	MAT-000058	雾炮机	功率：3kW；控制：全自动		台	3千瓦全自动雾炮机	needs_review	缺失规格：电压；整理依据：射程/水量/电压缺失，无法区分不同雾炮机SKU；导入口径：do_not_import_missing_specs；重分类：设备/环保喷淋设备 -> 施工机具设备/喷淋设备；分类置信度：high；新建二级喷淋设备；雾炮机是现场环保喷淋机具。；二级物料族人工预览：合并 -> 施工机具设备/小型施工设备；置信度：高；判断：雾炮机是施工现场喷淋/降尘设备，目标表小型施工设备已包含。；下一步：合并到小型施工设备，补功率、控制方式、射程和水量。
batch_012	施工机具设备	小型施工设备	MAT-000065	手持打码机	类型：手持；功能：大字符打码		台	手持大字符打码机	needs_review	缺失规格：型号；整理依据：型号/耗材类型缺失，无法唯一确定手持打码机SKU；导入口径：do_not_import_missing_specs；重分类：设备/标识设备 -> 施工机具设备/通用设备；分类置信度：medium；打码机是小型现场标识设备；推荐无对应二级，按通用设备新建。；二级物料族人工预览：复核 -> 施工机具设备/小型施工设备；置信度：中；判断：手持打码机是便携设备整机，但不属于泵、搬运或润滑设备；小型施工设备可暂承接。；下一步：暂归小型施工设备；如打码/标识设备持续出现，建议新增打码设备候选族。
batch_012	施工机具设备	小型施工设备	MAT-000106	高压清洗机	品牌：黑马；电压：380V；功率：5.5kW		套	黑马380V*5.5千瓦高压清洗机	needs_review	缺失规格：型号；流量；整理依据：压力/流量/型号缺失，无法稳定区分高压清洗机SKU；导入口径：do_not_import_missing_specs；重分类：清洗设备/高压清洗机 -> 施工机具设备/清洗设备；分类置信度：high；新建二级清洗设备；高压清洗机为现场清洗机具。；二级物料族人工预览：合并 -> 施工机具设备/小型施工设备；置信度：高；判断：高压清洗机是小型施工/清洗设备整机，目标表小型施工设备已包含。；下一步：合并到小型施工设备，第三层名称保留高压清洗机，补品牌、电压、功率、压力。
batch_012	施工机具设备	小型施工设备	MAT-000155	高压注浆机	类型：高压注浆机		台	高压注浆机	needs_review	缺失规格：品牌；型号；功率；整理依据：品牌/型号/压力/功率缺失，无法唯一确定设备SKU；导入口径：do_not_import_missing_specs；重分类：设备/注浆设备 -> 施工机具设备/注浆设备；分类置信度：high；高压注浆机是施工注浆设备整机。；二级物料族人工预览：合并 -> 施工机具设备/小型施工设备；置信度：中；判断：高压注浆机是施工注浆设备整机，目标表没有独立注浆设备族，小型施工设备可承接。；下一步：合并到小型施工设备；如注浆机类增加，建议新增注浆设备候选族。
batch_012	施工机具设备	小型施工设备	MAT-000239	混凝土振动棒	型号/规格：35型		根	35型振动棒	needs_review	缺失规格：长度；电压；整理依据：电压/长度/接口缺失，无法区分振动棒SKU；导入口径：do_not_import_missing_specs；重分类：施工设备/振动棒 -> 施工机具设备/振捣设备；分类置信度：high；混凝土振动棒为施工振捣设备；新建二级振捣设备。；二级物料族人工预览：合并 -> 施工机具设备/小型施工设备；置信度：高；判断：混凝土振动棒是施工现场振捣设备，目标表小型施工设备已包含振动棒。；下一步：合并到小型施工设备，第三层名称保留混凝土振动棒，补电压、直径、长度、型号。
batch_012	施工机具设备	小型施工设备	MAT-000243	混凝土振动棒	电压：380V；直径：Φ50；长度：6m		根	振动棒380V-Φ50-6m	usable	缺失规格：功率；整理依据：功率/接口缺失；导入口径：confirm_then_import；重分类：施工设备/振动棒 -> 施工机具设备/振捣设备；分类置信度：high；混凝土振动棒为施工振捣设备；新建二级振捣设备。；二级物料族人工预览：合并 -> 施工机具设备/小型施工设备；置信度：高；判断：混凝土振动棒是施工现场振捣设备，目标表小型施工设备已包含振动棒。；下一步：合并到小型施工设备，第三层名称保留混凝土振动棒，补电压、直径、长度、型号。
batch_012	施工机具设备	小型施工设备	METAL-000165	不锈钢潜水搅拌机	材质：304不锈钢；电压：380V；功率：4kW		台	304不锈钢潜水搅拌机380V-4KW	needs_review	缺失规格：品牌；整理依据：品牌/叶轮形式/安装方式缺失，会影响设备选型；导入口径：do_not_import_missing_specs；重分类：环保设备/搅拌设备 -> 施工机具设备/搅拌设备；分类置信度：high；潜水搅拌机是搅拌设备整机，旧环保设备不是标准一级。；二级物料族人工预览：复核 -> 施工机具设备/小型施工设备；置信度：中；判断：潜水搅拌机是施工/水处理设备整机，目标表没有搅拌设备族，小型施工设备可临时承接。；下一步：暂归小型施工设备；如搅拌机、潜水搅拌机数量增加，建议新增搅拌设备候选族。
batch_012	电动气动工具	工具附件	TOOL-000189	电镐碳刷	适用设备：电镐；部件：碳刷		付	电镐碳刷	needs_review	缺失规格：型号；尺寸；整理依据：尺寸/适配型号缺失，无法稳定区分电镐碳刷SKU；导入口径：do_not_import_missing_specs；重分类：工具备件/电动工具配件 -> 电动气动工具/工具附件；分类置信度：high；碳刷为电镐电动工具附件。；二级物料族人工预览：合并 -> 电动气动工具/工具附件；置信度：高；判断：碳刷是电动工具或电机的易损附件，不是刷涂耗材。；下一步：合并到工具附件，第三层保留碳刷，补尺寸和适配机型。
batch_012	电动气动工具	工具附件	TOOL-000206	切割机防护罩	适配设备：400切割机；部件：防护罩		个	400切割机防护罩	usable	缺失规格：型号；材质；整理依据：适配型号、材质缺失；导入口径：confirm_then_import；重分类：工具备件/电动工具配件 -> 电动气动工具/工具附件；分类置信度：high；切割机防护罩是电动工具附件/配件。；二级物料族人工预览：合并 -> 电动气动工具/工具附件；置信度：高；判断：防护罩是切割机配件，属于工具附件，不是切割片耗材或切割机整机。；下一步：合并到工具附件，第三层保留防护罩，补适配切割机型号和材质。
batch_012	电动气动工具	工具附件	TOOL-000266	十字批头套装	品牌：世达；类型：十字批头；配置：套装		套	世达十字批头套装	needs_review	缺失规格：规格；整理依据：规格组合/件数缺失，无法区分套装SKU；导入口径：do_not_import_missing_specs；重分类：工具/手动工具 -> 电动气动工具/工具附件；分类置信度：medium；批头是螺丝刀/电批可换附件，套装不改变物料族。；螺丝治理预览：需人工确认；action=needs_manual_review；scope=boundary_sample；confidence=medium；依据：非螺丝套件/组件只作为边界排除样本，不能按螺丝套件处理。；二级物料族人工预览：合并 -> 电动气动工具/工具附件；置信度：高；判断：十字批头是电批或螺丝刀的可换附件，套装是包装配置，不是螺丝紧固件。；下一步：合并到工具附件，第三层保留批头/批头套装，补头型、规格、件数。
batch_012	电动气动工具	工具附件	TOOL-000289	电钻夹头钥匙	适配：电钻夹头；部件：钥匙		把	电钻夹头钥匙	needs_review	缺失规格：规格；整理依据：适配夹头规格缺失，会影响电钻夹头钥匙SKU区分；导入口径：do_not_import_missing_specs；重分类：电动工具/电钻配件 -> 电动气动工具/工具附件；分类置信度：high；电钻夹头钥匙为电钻附件。；二级物料族人工预览：合并 -> 电动气动工具/工具附件；置信度：高；判断：电钻夹头钥匙是电钻夹头配套附件，不是钻头耗材，也不是电钻整机。；下一步：合并到工具附件，第三层保留夹头钥匙，补适配夹头规格。
batch_012	电动气动工具	工具附件	TOOL-000304	碳刷	规格：900#		副	碳刷900#	needs_review	缺失规格：尺寸；整理依据：尺寸/适配电机缺失，无法稳定区分碳刷SKU；导入口径：do_not_import_missing_specs；重分类：电动工具/电机配件 -> 电动气动工具/工具附件；分类置信度：high；样例为电动工具碳刷配件。；二级物料族人工预览：合并 -> 电动气动工具/工具附件；置信度：高；判断：碳刷是电动工具或电机的易损附件，不是刷涂耗材。；下一步：合并到工具附件，第三层保留碳刷，补尺寸和适配机型。
