batch_id	top_group	material_family	item_code	item_name	required_specs	optional_specs	stock_uom	aliases	quality_level	governance_note
batch_003	清洁办公后勤	清洁工具	ADMIN-000026	棉布	形态：大块		kg	大块棉布	needs_review	缺失规格：规格；材质；包装规格；整理依据：材质含量/包装规格缺失，无法稳定区分棉布SKU；导入口径：do_not_import_missing_specs；重分类：清洁耗材/擦拭材料 -> 清洁办公后勤/清洁耗材；分类置信度：high；大块棉布用于擦拭清洁，旧劳保耗材口径不准。；二级物料族人工预览：合并 -> 清洁办公后勤/清洁工具；置信度：中；判断：棉布多作为擦拭布或清洁布使用，和抹布、白布的治理口径一致。；下一步：合并到清洁工具，第三层保留棉布并维护材质、尺寸、用途。
batch_003	清洁办公后勤	清洁工具	ADMIN-000027	吸油棉	尺寸：40*50*5；用途：吸油		个	40*50*5吸油棉	needs_review	缺失规格：材质；整理依据：尺寸单位、材质和包装数量缺失；标准单位是否应为片需确认；导入口径：do_not_import_missing_specs；重分类：清洁耗材/吸附材料 -> 清洁办公后勤/清洁耗材；分类置信度：high；吸油棉用于清洁吸附，旧环保耗材按实物归类。；二级物料族人工预览：合并 -> 清洁办公后勤/清洁工具；置信度：高；判断：吸油棉用于现场吸油清洁和污染控制，目标清洁工具已明确包含吸油棉。；下一步：合并到清洁工具，第三层保留吸油棉并维护尺寸、厚度、吸附用途。
batch_003	清洁办公后勤	清洁工具	ADMIN-000028	吸油棉	用途：吸油		张	吸油棉	needs_review	缺失规格：尺寸；整理依据：尺寸/克重缺失，无法唯一确定吸油棉SKU；导入口径：do_not_import_missing_specs；重分类：清洁耗材/吸附材料 -> 清洁办公后勤/清洁耗材；分类置信度：high；吸油棉用于清洁吸附，旧环保耗材按实物归类。；二级物料族人工预览：合并 -> 清洁办公后勤/清洁工具；置信度：高；判断：吸油棉用于现场吸油清洁和污染控制，目标清洁工具已明确包含吸油棉。；下一步：合并到清洁工具，第三层保留吸油棉并维护尺寸、厚度、吸附用途。
batch_003	清洁办公后勤	清洁工具	ADMIN-000029	拖把	品类：拖把		个	拖把	usable	缺失规格：规格；材质；整理依据：材质/规格缺失，按通用拖把先建候选；导入口径：confirm_then_import；重分类：行政后勤/清洁用品 -> 清洁办公后勤/清洁工具；分类置信度：high；拖把是清洁工具，旧劳保耗材错误。；二级物料族人工预览：合并 -> 清洁办公后勤/清洁工具；置信度：高；判断：拖把是地面清洁工具，不应与清洁剂等消耗品混在同一名称层级。；下一步：合并到清洁工具，第三层保留拖把、海绵拖把、棉拖把等名称。
batch_003	清洁办公后勤	清洁工具	ADMIN-000030	抹布	品类：抹布		条	抹布	usable	缺失规格：材质；尺寸；整理依据：材质/尺寸缺失，按通用抹布先建候选；导入口径：confirm_then_import；重分类：行政后勤/清洁用品 -> 清洁办公后勤/清洁耗材；分类置信度：high；抹布为清洁擦拭耗材。；二级物料族人工预览：合并 -> 清洁办公后勤/清洁工具；置信度：高；判断：抹布用于擦拭清洁，目标清洁工具已包含抹布。；下一步：合并到清洁工具，第三层保留抹布并维护材质、尺寸、颜色。
batch_003	清洁办公后勤	清洁工具	ADMIN-000031	垃圾桶	规格：大		个	大垃圾桶	needs_review	缺失规格：材质；容量；整理依据：容量/材质缺失；导入口径：do_not_import_missing_specs；重分类：行政后勤/清洁用品 -> 清洁办公后勤/清洁工具；分类置信度：high；垃圾桶用于现场清洁收集，容量配置为规格。；二级物料族人工预览：合并 -> 清洁办公后勤/清洁工具；置信度：高；判断：垃圾桶是现场和办公后勤清洁收纳工具，目标清洁工具已包含垃圾桶。；下一步：合并到清洁工具，第三层保留垃圾桶并维护容量、材质、带盖情况。
batch_003	清洁办公后勤	清洁工具	ADMIN-000035	竹扫把	规格：大号；材质：竹		个	大号竹扫把	usable	缺失规格：长度；整理依据：长度缺失，按大号竹扫把先建候选；导入口径：confirm_then_import；重分类：行政后勤/清洁用品 -> 清洁办公后勤/清洁工具；分类置信度：high；竹扫把是清洁工具。；二级物料族人工预览：合并 -> 清洁办公后勤/清洁工具；置信度：高；判断：竹扫把是扫把的材质型变体，应作为清洁工具下三级名称。；下一步：合并到清洁工具，第三层保留竹扫把并维护材质和规格。
batch_003	清洁办公后勤	清洁工具	ADMIN-000037	扫把	规格：待补		个	扫把	needs_review	缺失规格：材质；整理依据：材质/规格缺失，无法区分扫把SKU；导入口径：do_not_import_missing_specs；重分类：行政后勤/清洁用品 -> 清洁办公后勤/清洁工具；分类置信度：high；扫把是清洁工具，材质规格不拆分。；二级物料族人工预览：合并 -> 清洁办公后勤/清洁工具；置信度：高；判断：扫把是清扫工具，和拖把、垃圾夹等应归同一清洁工具族。；下一步：合并到清洁工具，第三层按扫把材质或类型细分。
batch_003	清洁办公后勤	清洁工具	ADMIN-000038	扫斗	规格：待补		个	扫斗	needs_review	缺失规格：材质；整理依据：材质/规格缺失，无法区分扫斗SKU；导入口径：do_not_import_missing_specs；重分类：行政后勤/清洁用品 -> 清洁办公后勤/清洁工具；分类置信度：high；扫斗为清洁工具。；二级物料族人工预览：合并 -> 清洁办公后勤/清洁工具；置信度：高；判断：扫斗与扫把配套用于清扫收集，属于清洁工具。；下一步：合并到清洁工具，第三层保留扫斗并维护规格、材质。
batch_003	清洁办公后勤	清洁工具	ADMIN-000041	吸油棉	厚度：5mm；用途：吸油		张	5MM厚吸油棉	needs_review	缺失规格：尺寸；整理依据：尺寸缺失，无法区分吸油棉SKU；导入口径：do_not_import_missing_specs；重分类：清洁耗材/吸附材料 -> 清洁办公后勤/清洁耗材；分类置信度：high；吸油棉用于清洁吸附，旧环保耗材按实物归类。；二级物料族人工预览：合并 -> 清洁办公后勤/清洁工具；置信度：高；判断：吸油棉用于现场吸油清洁和污染控制，目标清洁工具已明确包含吸油棉。；下一步：合并到清洁工具，第三层保留吸油棉并维护尺寸、厚度、吸附用途。
